CAS	Name	A	B	C	Tmin	Tmax
50-00-0	Methanal	21.37029224807774	2204.1265544176204	-30.15	190.0	271.0
51-66-1	p-Methoxy-acetanilide	20.273432813179095	3916.1906744624134	-177.1	456.0	533.0
51-75-2	N-Methylbis(2-chloroethyl)amine	25.609075094068622	6563.288549070228	0.0	273.0	333.0
51-79-6	Urethane	23.846837644847486	5018.000667310994	-49.92	338.0	457.0
51-80-9	N,N,N’,N’-Tetramethyl-methane diamine	19.58334806080878	2251.525268556903	-77.911	273.0	348.0
54-11-5	Nicotine	21.94253069538862	4981.654361618083	-42.573	334.0	521.0
55-18-5	N-Nitrosodiethyl amine	51.89497205037191	7368.518674185897	346.622	273.0	337.0
55-38-9	O,O-Dimethyl O-[3-methyl-4-(methylthio)phenyl]-thiophosphate	25.45093354988179	9089.684913103296	0.0	293.0	373.0
55-63-0	Glycerol trinitrate	21.660003504478247	4547.838119757634	-113.651	293.0	373.0
55-91-4	Diisopropyl fluoro phosphate	29.582461982241004	7701.226102027886	0.0	273.0	348.0
56-23-5	Tetrachloromethane	20.96377084990964	2914.2207712460545	-41.002	250.0	374.0
56-38-2	O,O-Diethyl O-(4-nitrophenyl)-thiophosphate	27.433367211545942	9042.251660187618	-31.55	293.0	433.0
56-81-5	Glycerol	24.322574750910984	6153.389258570707	-81.155	341.0	563.0
57-06-7	Allyl isothiocyanate	21.100521378582556	3234.544896457921	-64.09	354.0	402.0
57-10-3	Hexadecanoic acid	19.842987555894787	3397.924821731314	-215.45	493.0	660.0
57-11-4	Octadecanoic acid	19.40987129990261	3247.1054981402035	-236.45	511.0	687.0
57-14-7	1,1-Dimethyl-hydrazine	22.379837656250047	3202.0024613386363	-40.506	238.0	293.0
57-55-6	1,2-Propanediol	25.425144596840255	6091.949380534347	-22.45	364.0	483.0
57-57-8	2-Oxetanone	19.79214647704148	2704.1029737550684	-108.679	324.0	435.0
57-87-4	Ergosterol	32.68980056523647	14276.027576563085	0.0	433.0	454.0
57-88-5	Cholesterol	32.36513606712431	13815.510557964275	0.0	421.0	447.0
57-97-6	7,12-Dimethylbenz-[a]anthracene,(9,10-Dimethyl-1,2-benzanthracene)	33.069865260686065	13582.733020573136	0.0	395.0	415.0
58-72-0	Triphenylethylene	20.838187858937744	4944.426165834556	-127.235	353.0	443.0
58-90-2	2,3,4,6-Tetrachlorophenol	24.236711352793236	6499.345761037784	-37.044	373.0	548.0
58-95-7	α-Tocopherol acetate	35.40240698573996	27857.461939143774	476.453	466.0	524.0
59-52-9	2,3-Dimercaptopropanol	26.367892011464807	7360.9040252833665	0.0	353.0	413.0
59-89-2	Morpholine, 4-nitroso-	21.73737036360285	4511.1049797690985	-69.432	273.0	369.0
60-01-5	Glycerol tributyrate	28.955514113120586	9852.616550060664	0.0	318.0	364.0
60-09-3	4-Amino-azobenzene	35.41599223778863	13157.878439894619	0.0	433.0	524.0
60-12-8	2-Phenylethanol	20.209351870041072	3078.0427928573017	-137.497	406.0	492.0
60-24-2	2-Mercapotethanol	21.975227403709134	3722.128802824875	-74.82	293.0	440.0
60-29-7	Diethyl ether	20.975675214840418	2511.2914058230263	-41.95	230.0	328.0
60-35-5	Acetamide	22.958592419374103	4601.255791330002	-89.32	381.0	492.0
62-44-2	4-Ethoxyacetanilide	25.155166494686704	7507.6823120362715	-62.423	465.0	529.0
62-53-3	Aniline (benzenamine)	21.664332364453077	3897.746967867531	-72.71	349.0	488.0
62-73-7	Phosphoric acid, 2,2-dichloroethenyl dimethyl ester	28.495872076857115	8246.247993539577	1.2	283.0	387.0
62-75-9	N-Nitrosodimethyl-amine	23.270661777027584	4972.386456618782	0.0	309.0	423.0
63-91-2	L-Phenylalanine	41.535918027202854	18170.25619440852	0.0	450.0	470.0
64-17-5	Ethanol	22.850048558090364	3247.704170264382	-64.636	341.0	514.0
64-18-6	Methanoic acid	21.83854595258901	3572.1844615691034	-27.44	278.0	398.0
64-19-7	Ethanoic acid	21.979579289534893	3580.7961298169002	-48.5	297.0	438.0
64-67-5	Diethyl sulfate	22.47198711167167	4698.236070276725	-52.969	320.0	482.0
65-85-0	Benzoic acid	23.96438461384483	5631.595845477141	-69.779	52.0	392.0
66-25-1	Hexanal	21.06358791369093	3207.501034540706	-65.15	303.0	427.0
67-56-1	Methanol	23.492746109246863	3638.268653738032	-33.65	263.0	327.0
67-62-9	Methoxyamine	21.848838507954692	2821.265411041885	-47.955	210.0	321.0
67-63-0	2-Propanol	23.584642280308252	3640.202825216147	-53.54	281.0	373.0
67-64-1	Propanone	21.226150421256314	2756.217382164803	-45.09	244.0	353.0
67-66-3	Trichloromethane	20.637793878294474	2548.8235428388293	-54.598	210.0	357.0
67-68-5	Dimethyl sulfoxide	34.174875846813904	21464.68672396503	483.952	483.0	523.0
67-71-0	Methyl sulfone	22.447902071598953	5160.093193399657	-50.15	387.0	523.0
67-72-1	Hexachloroethane	18.42436488010116	1939.4674238288846	-176.35	464.0	488.0
68-11-1	Mercaptoacetic acid	27.825244168522598	8620.579252107618	42.978	333.0	427.0
68-12-2	Dimethyl formamide	20.64249115188418	3118.918283428132	-81.112	303.0	363.0
69-72-7	2-Hydroxybenzoic acid	18.491024718543336	1927.2982616124114	-251.564	445.0	529.0
71-23-8	1-Propanol	23.02564369728209	3483.673090594412	-67.343	293.0	360.0
71-36-3	1-Butanol	22.218334337827446	3212.4285666397136	-90.411	310.0	380.0
71-41-0	1-Pentanol	21.636148722914832	3076.276710090975	-106.83	326.0	399.0
71-43-2	Benzene	20.68925665512289	2726.804160186897	-55.623	280.0	374.0
71-55-6	1,1,1-Trichloroethane	20.653129095013814	2699.021168454831	-51.515	258.0	371.0
74-82-8	Methane	20.19067790493689	911.2342350418357	-6.469	92.0	118.0
74-83-9	Bromomethane	21.21401579781623	2404.8659228248416	-28.47	205.0	295.0
74-84-0	Ethane	20.617462051923333	1528.2717779220081	-16.469	133.0	198.0
74-85-1	Ethene	20.524829053632185	1373.551875183366	-16.78	122.0	188.0
74-86-2	Ethyne	19.972024424506174	1217.307661113162	-44.36	191.0	201.0
74-87-3	Chloromethane	21.103952230371117	2120.3585087344973	-27.57	184.0	266.0
74-88-4	Iodomethane	20.947330392345663	2621.0095855041923	-37.38	234.0	337.0
74-89-5	Methanamine	21.97633264455377	2419.2340538051244	-35.32	203.0	288.0
74-90-8	Hydrogen cyanide	21.886462748374214	2886.895993947494	-20.307	261.0	300.0
74-93-1	Methanethiol	21.08368948155277	2338.390291190103	-34.444	208.0	298.0
74-95-3	Dibromomethane	21.449386046022084	3237.0432012838196	-43.88	277.0	394.0
74-96-4	Bromoethane	20.826536778367196	2511.682845288835	-41.44	231.0	333.0
74-97-5	Bromochloromethane	19.988510933772012	2234.935142961881	-77.05	270.0	350.0
74-98-6	Propane	20.55812443407688	1851.2715070119339	-26.11	248.0	270.0
74-99-7	Propyne	21.288665606531097	2153.1242946078023	-29.57	187.0	266.0
75-00-3	Chloroethane	20.932524770197713	2350.087423462513	-35.58	211.0	305.0
75-01-4	Vinylchloride	20.70825298214009	2062.0547515947947	-34.816	187.0	259.0
75-02-5	Fluoroethylene	24.0186565444867	3799.131853504782	115.526	245.0	328.0
75-03-6	Iodoethane	20.62397836773651	2707.17231968403	-47.89	256.0	369.0
75-04-7	Ethanamine	21.72258776730583	2539.4750473612735	-40.7	220.0	308.0
75-05-8	Acetonitrile	21.92316595475654	3436.3204281569892	-24.208	280.0	354.0
75-07-0	Ethanal	21.140954772815533	2465.1476005594254	-37.15	219.0	313.0
75-08-1	Ethanethiol	20.900472785703233	2497.2226109048324	-41.765	229.0	329.0
75-09-2	Dichloromethane	20.89876887273442	2463.9272304601386	-49.91	196.0	333.0
75-10-5	Difluoromethane	21.407409919776804	1918.3688366217802	-27.29	166.0	236.0
75-11-6	Diiodomethane	21.39331809900768	3950.545244049885	-54.95	341.0	485.0
75-12-7	Formamide	23.31176292093753	5274.025103801002	-44.106	391.0	466.0
75-15-0	Carbon disulfide	20.842608822316294	2672.4654545773305	-32.498	255.0	354.0
75-18-3	2-Thiapropane	20.892943332449143	2511.5677160341857	-42.351	231.0	331.0
75-21-8	Oxirane	21.452862949512507	2491.367137013349	-32.638	223.0	284.0
75-25-2	Tribromomethane	21.083182912832314	3480.3573680605004	-58.19	316.0	450.0
75-26-3	2-Bromopropane	20.698052530178128	2613.6643390575414	-47.6	283.0	333.0
75-27-4	Bromodichloro-methane	22.152019887149216	3861.435200951015	0.0	280.0	370.0
75-28-5	2-Methylpropane	20.729528868399356	2181.7914790155783	-24.28	188.0	278.0
75-29-6	2-Chloropropane	19.2595124933301	1795.3255970074576	-76.65	230.0	331.0
75-30-9	2-Iodopropane	20.09060755679537	2616.5057290622963	-58.516	185.0	363.0
75-31-0	Isopropyl amine	21.858463313643405	2712.095246612851	-41.114	213.0	243.0
75-33-2	2-Propanethiol	20.72842362755472	2564.849535086068	-46.993	242.0	348.0
75-34-3	1,1-Dichloroethane	21.10963961555081	2765.519825940499	-41.88	228.0	352.0
75-35-4	1,1-Dichloroethylene	21.028128103258823	2541.231919787228	-37.276	240.0	305.0
75-36-5	Acetyl chloride	20.644033883896487	2445.6838487683467	-55.675	210.0	324.0
75-37-6	1,1-Difluoroethane	20.152938535262717	1692.7684569655028	-52.88	188.0	260.0
75-38-7	1,1-Difluoroethylene	21.46824421793371	1873.6388186052782	0.999	165.0	304.0
75-43-4	Dichlorofluoro-methane	20.780208766296155	2210.3297186581462	-43.12	220.0	303.0
75-44-5	Carbonyl chloride	21.58270572290644	2632.4764592673027	-19.537	338.0	410.0
75-45-6	Chlorodifluoro-methane	21.028427439320915	1923.7223469629917	-29.69	180.0	240.0
75-46-7	Trifluoromethane	21.233058176535295	1628.839484443616	-23.31	150.0	200.0
75-50-3	Trimethyl amine	20.78472183307842	2242.6211720022948	-33.777	193.0	276.0
75-52-5	Nitromethane	22.50712456019076	3836.624846574004	-24.542	283.0	343.0
75-54-7	Dichloromethylsilane	20.335510507286216	2471.0422183974906	-61.2	283.0	319.0
75-56-9	Propylene oxide	20.951705304022354	2455.43759922227	-46.846	199.0	307.0
75-61-6	Dibromodifluoro-methane	21.155691317410692	2596.003511394277	-26.35	220.0	340.0
75-62-7	Bromotrichloro-methane	20.052292540847947	2636.160595416093	-68.15	290.0	390.0
75-63-8	Bromotrifluoro-methane	20.48471802131223	1683.9035043574756	-27.45	170.0	220.0
75-64-9	tert-Butyl amine	20.478201705499057	2269.6949675257188	-63.629	292.0	348.0
75-65-0	2-Methyl-2-propanol	21.747547789713884	2658.288438159766	-95.5	283.0	374.0
75-66-1	2-Methyl-2-propanethiol	20.522273184178964	2568.6718263404377	-51.836	274.0	361.0
75-68-3	1-Chloro-1,1-difluoroethane	20.839615461695402	2138.284133683456	-34.46	205.0	283.0
75-69-4	Trichlorofluoro-methane	20.74410423203801	2402.3169611268972	-36.2	219.0	318.0
75-71-8	Dichlorodifluoro-methane	20.750229108385373	1998.8188571858993	-26.76	185.0	385.0
75-72-9	Chlorotrifluoro-methane	20.501135453025277	1507.40114663911	-23.76	150.0	215.0
75-73-0	Tetrafluoromethane	20.628721693028076	1175.688435557295	-15.95	106.0	156.0
75-75-2	Methanesulfonic acid	27.39155226625717	8890.28104405001	0.0	395.0	440.0
75-77-4	Chlorotrimethylsilane	20.821286884355168	2674.6828440218833	-43.15	241.0	337.0
75-78-5	Dichlorodimethyl-silane	21.341371779309732	3057.833003496093	-32.15	263.0	346.0
75-79-6	Methyltrichlorosilane	20.60099856850843	2664.090952594111	-45.75	307.0	340.0
75-81-0	1,2-Dibromo-1,1-dichloroethane	21.093751778409153	3666.8805761035765	-68.183	354.0	519.0
75-82-1	1,2-Dibromo-1,1-difluoroethane	22.48013826290087	4012.715041560724	0.0	280.0	375.0
75-83-2	2, 2-Dimethylbutane	20.573275443988777	2595.9344338414876	-44.184	242.0	338.0
75-84-3	2,2-Dimethyl-1-propanol	23.026311446959056	3694.9582987275458	-64.95	333.0	406.0
75-85-4	2-Methyl-2-butanol	19.904006060859132	1988.051969291059	-137.85	299.0	396.0
75-86-5	Acetone cyanohydrine	44.11522779667292	12812.38936220142	0.0	353.0	387.0
75-87-6	Trichloro-acetaldehyde	21.48169131487679	3382.1728371101412	-31.447	235.0	371.0
75-88-7	1-Chloro-2,2,2-trifluoroethane	22.271984570494208	3046.780595049722	4.25	210.0	290.0
75-89-8	2,2,2-Trifluoroethanol	22.01202271349518	2759.6758649744797	2304.457	353.0	454.0
75-91-2	tert-Butyl hydroperoxide	26.91217707574674	6103.409346542179	8.37	273.0	388.0
75-94-5	Trichlorovinylsilane	21.473217801734574	3316.183050930025	-30.55	299.0	364.0
75-97-8	3,3-Dimethyl-2-butanone	23.65906183051382	4770.956312683663	13.85	283.0	403.0
75-98-9	2,2-Dimethyl-propanoic acid	36.660861842464925	9410.697511257968	-0.097	241.0	256.0
76-01-7	Pentachloroethane	20.07831175239878	2983.3904274395954	-84.19	292.0	463.0
76-02-8	Trichloroacetyl chloride	20.981961272144293	3193.0131691355878	-53.548	251.0	395.0
76-03-9	Trichlorethanoic acid	21.725972567392528	3727.8161880045704	-105.27	326.0	473.0
76-05-1	Trifluoroethanoic acid	20.806043771039548	2547.467320219056	-70.506	264.0	345.0
76-06-2	Trichloronitro-methane	21.976263567000984	3685.904534141893	-32.252	247.0	385.0
76-09-5	2,3-Dimethyl-2,3-butanediol	21.08414999857137	3111.7848748100364	-121.969	346.0	447.0
76-11-9	1,2,2,2-Tetrachloro-1,1-difluoroethane	22.098899249053844	3878.333872948498	0.0	323.0	344.0
76-12-0	1,1,2,2-Tetrachloro-1,2difluoroethane	20.950876373388873	3028.9033243877157	-44.597	312.0	362.0
76-13-1	1,1,2-Trichloro-1,2,2-trifluoroethane	20.726351300971025	2550.6172566262717	-43.51	238.0	325.0
76-14-2	1,2-Dichloro-1,1,2,2-tetrafluoroethane	20.574726072597365	2143.0942339427206	-39.74	210.0	298.0
76-15-3	Chloropentafluoroethane	20.57709773524315	1831.0432969699812	-31.78	178.0	236.0
76-19-7	Octafluoropropane	21.447106486780022	2191.2758270136205	-15.625	218.0	346.0
76-20-0	2,2-Bis(ethylsulfonyl)-butane	26.508487857243022	8396.434106230114	-18.502	443.0	499.0
76-37-9	2,2,3,3-Tetrafluoro-1-propanol	21.93074145971249	3071.418255544758	-85.55	303.0	380.0
76-38-0	1,1-Dichloro-2,2-difluoro-2-methoxy ethane	21.186707138613322	3069.663685703896	-60.03	253.0	353.0
76-49-3	D-Bornyl acetate	22.272537190916523	4969.119088371824	-33.952	320.0	496.0
76-72-2	4-Methylheptane-5,5-dicarboxylic acid diethyl ester	21.979026669112578	4468.790373515148	-102.847	389.0	525.0
77-25-8	Diethylmalonic acid diethyl ester	23.004851353892352	4701.517254034242	-82.373	386.0	491.0
77-42-9	β-Santalol	20.03258241245192	3747.3328992527877	-144.652	413.0	483.0
77-63-4	2,4,6,8-Tetramethyl-2,4,6,8-tetraphenyl-cyclotetrasiloxane	23.313674066564715	8649.660901832134	0.0	273.0	373.0
77-74-7	3-Methyl-3-pentanol	19.598222760509522	2187.9163553629423	-123.65	306.0	419.0
77-76-9	2,2-Dimethoxy propane	19.968409365910176	2314.991421475098	-77.721	292.0	357.0
77-78-1	Dimethyl sulfate	23.675985830947326	5612.643267576706	0.0	340.0	470.0
77-93-0	Triethyl citrate	31.346357292729092	10853.879559653473	0.0	400.0	456.0
77-99-6	2-Ethyl-2-(hydroxymethyl)-1,3-propanediol	22.806322467174404	4945.3264766059165	-129.79	433.0	568.0
78-10-4	Tetraethoxysilane	21.724314706125575	4085.5757416583347	-37.118	404.0	437.0
78-30-8	Tri-o-tolyl phosphate	26.629396600476138	10442.223396727999	0.0	293.0	673.0
78-32-0	Tri-p-tolyl phosphate	30.497739556706136	12618.166309607372	0.0	388.0	443.0
78-35-3	Linalyl isobutyrate	15.92500086505984	3580.1099594591883	0.0	362.0	378.0
78-53-5	O,O-Diethyl S-[2-(diethylamino)ethyl]-thiophosphate	33.43330529176424	11363.027175416317	0.0	358.0	407.0
78-59-1	3,5,5-Trimethyl-2-cyclohexen-1-one	21.672805877595295	4588.61920433965	-38.415	293.0	488.0
78-62-6	Dimethyldiethoxy-silane	21.168056199360073	3106.3024197036175	-64.42	254.0	387.0
78-69-3	2,6-Dimethyl-6-octanol	24.55315562212341	6228.492676548894	-0.15	344.0	470.0
78-74-0	1,1,2-Tribromoethane	21.998967056017904	4225.241343058981	-58.529	305.0	512.0
78-75-1	1,2-Dibromopropane	20.795129517698754	3278.9226189551955	-61.201	312.0	415.0
78-76-2	2-Bromobutane	20.412946443963605	2767.1776872074547	-52.793	231.0	365.0
78-77-3	1-Bromo-2-methylpropane	21.887729170175362	3537.806866130702	-22.866	305.0	363.0
78-78-4	2-Methylbutane	20.583383792547025	2376.150384130113	-38.646	255.0	323.0
78-79-5	2-Methyl-1, 3-butadiene	21.24733420411186	2672.8407759474885	-31.4	160.0	250.0
78-81-9	Isobutyl amine	20.61216610620945	2494.2545787199633	-66.329	255.0	289.0
78-83-1	2-Methyl-1-propanol	21.517749797433076	2740.951242998253	-106.48	303.0	401.0
78-84-2	2-Methylpropanal	23.018298450835438	2727.3613857794016	-49.322	286.0	347.0
78-86-4	(2RS)-Chlorobutane	21.004641735310287	2867.178957796186	-38.75	252.0	342.0
78-87-5	1,2-Dichloropropane	20.864391277296015	2948.9230311825677	-53.71	302.0	370.0
78-89-7	2-Chloro-1-propanol	20.417505562447733	2681.7863190337703	-97.609	316.0	399.0
78-90-0	10N2 1,2-Diamino-propane (+/-)	20.34023080672685	3670.410439051136	-54.343	242.0	293.0
78-92-2	2-Butanol	22.102997850519372	3026.034303361845	-86.6	295.0	392.0
78-93-3	2-Butanone	21.042404130835386	2838.235463177251	-54.46	265.0	378.0
78-94-4	Methyl vinyl ketone	23.75259283699124	4603.323512743511	22.27	279.0	355.0
78-95-5	Chloroacetone	26.844826461776663	7189.37755395096	77.866	293.0	391.0
78-96-6	1-Amino-2-propanol	25.682182170771178	6048.2693413202505	-4.19	306.0	431.0
78-99-9	1,1-Dichloropropane	20.969642441896774	2931.1908233814206	-50.85	270.0	385.0
79-00-5	1,1,2-Trichloroethane	20.96045512737573	3068.4248949238654	-61.77	291.0	412.0
79-01-6	Trichloroethylene	21.354957031358396	3177.866764393873	-36.672	229.0	369.0
79-04-9	Chloroacetyl chloride	21.276300724581724	3045.6108818224807	-66.802	252.0	382.0
79-05-0	Propionamide	22.701393664486666	4469.105827672887	-92.898	381.0	498.0
79-06-1	Acrylamide	23.935372041673105	7398.20590378987	0.0	357.0	413.0
79-08-3	Bromoethanoic acid	24.106338984827914	5594.139693769406	-36.684	327.0	481.0
79-09-4	Propanoic acid	22.209216100859187	3674.4652913998984	-70.364	373.0	438.0
79-10-7	Propenoic acid	24.148246033520405	5030.084633879027	-15.491	300.0	415.0
79-11-8	Chloroethanoic acid	22.31405280014321	3992.590447847956	-92.15	336.0	463.0
79-14-1	Glycolic acid	28.228772206069806	6235.607664486246	0.0	350.0	375.0
79-16-3	N-Methylacetamide	24.92755595824424	6431.810940260269	0.0	353.0	479.0
79-20-9	Methyl ethanoate	21.28532685814626	2725.569974577052	-50.74	260.0	351.0
79-21-0	Peroxyethanoic acid	25.41109882777299	5321.27414990924	0.0	273.0	383.0
79-24-3	Nitroethane	20.451491718420325	2764.322481692142	-77.348	283.0	383.0
79-27-6	1,1,2,2,-Tetrabromoethane	21.881097725107537	4519.974537547312	-80.15	413.0	573.0
79-29-8	2,3-Dimethylbutane	20.573275443988777	2595.9344338414876	-44.154	254.0	348.0
79-31-2	2-Methylpropanoic acid	22.219186294311854	3695.331317512611	-82.0	344.0	446.0
79-34-5	1,1,2,2-Tetrachloroethane	21.02145060648914	3325.6236498113003	-68.05	285.0	445.0
79-38-9	Chlorotrifluoroethylene	20.88377904377903	1995.800168128984	-31.513	206.0	263.0
79-39-0	Methacrylamide	15.001756346172947	747.927992491419	-296.789	390.0	418.0
79-41-4	2-Methylpropenoic acid	23.243445221228395	4402.082180786017	-59.35	341.0	438.0
79-43-6	Dichloroacetic acid	24.034083864609762	5430.686085773038	-33.317	317.0	473.0
79-46-9	2-Nitropropane	21.201305528102907	3274.805596808922	-54.896	285.0	393.0
79-53-8	1-Chloro-1,1,3,3,3-pentafluoro-2-propanone	20.82568482188279	2197.9901651447913	-44.533	232.0	345.0
79-70-9	β-Isomethylionone	25.28811775795618	6751.782769952907	-36.479	288.0	333.0
79-77-6	β-Ionone	20.649237726206657	6083.911055974705	0.0	373.0	442.0
79-92-5	Camphene	22.333832006092027	4299.508922648411	-36.143	323.0	434.0
80-05-7	2,2-Bis(4-hydroxy-phenyl)propane	28.8608548399476	10498.629823751075	-28.109	466.0	643.0
80-07-9	4,4'-Dichlorodiphenyl sulfone	23.783493528939218	9272.335173019956	65.183	463.0	573.0
80-10-4	Dichlorodiphenyl-silane	20.906781868858037	4338.070315200783	-115.2	465.0	555.0
80-15-9	Cumenyl hydroperoxide	13.172882084360566	696.2418649089817	-263.227	347.0	389.0
80-46-6	4-(1,1-Dimethyl-propyl)phenol	23.193225840350195	5922.905095932189	-29.435	400.0	548.0
80-56-8	(+)-α-Pinene	20.5668282057284	3266.764969664187	-68.039	293.0	429.0
80-59-1	(E)-2-Methyl-2-butenoic acid	21.581669559614593	3524.3367433366866	-121.15	373.0	474.0
80-62-6	Methyl metacrylate	21.369163981382172	3183.8235520294484	-50.498	303.0	375.0
80-73-9	1,3-Dimethyl-2-imidazolidinone	20.82317500413142	3805.758693402419	-88.828	351.0	499.0
81-15-2	2,4,6-Trinitro-1,3-dimethyl-5-tert-butylbenzene	33.87643779291095	12058.189127916685	0.0	288.0	344.0
81-20-9	2-Nitro-1,3-dimethyl benzene	20.97162266507675	3968.19916395787	-79.143	375.0	498.0
81-64-1	1,4-Dihydroxy-anthraquinone	22.299362307249908	7160.49162395935	-58.759	470.0	650.0
82-05-3	7H-Benz[de]-anthracene-7-one	22.94090856585991	8659.635700454983	-20.069	456.0	699.0
82-34-8	1-Nitro-anthraquinone	39.20151120822363	16808.871178856534	0.0	407.0	440.0
82-38-2	1-Methylamino-anthraquinone	30.416849742389257	12463.365816390475	0.0	433.0	494.0
83-32-9	Acenaphthene	21.565758696622005	4810.8946511216445	-71.07	367.0	413.0
83-34-1	3-Methylindole	24.02333079222548	6188.549732940726	-44.505	368.0	540.0
83-41-0	1,2-Dimethyl-3-nitrobenzene	20.78631061679259	3815.2453439855544	-106.693	384.0	518.0
84-15-1	o-Terphenyl	21.399719285566203	4928.706417404685	-110.701	380.0	650.0
84-47-9	2-tert-Butylanthraquinone	31.177531753710767	11878.33420630292	0.0	483.0	523.0
84-61-7	Dicyclohexyl phthalate	36.99102951894935	11671.803836386818	0.0	391.0	475.0
84-64-0	Butylcyclohexyl phthalate	37.575886132569835	11337.928997902682	0.0	368.0	435.0
84-65-1	9,10-Anthraquinone	23.192258754611135	7499.554186658002	-9.646	583.0	656.0
84-66-2	Diethyl phthalate	32.06550066897299	16410.270673408337	229.91	413.0	570.0
84-69-5	Di(2-methylpropyl) phthalate	32.64280480348846	12184.71157360652	29.945	333.0	393.0
84-71-9	1,2-Cyclohexane-dicarboxylic acid bis(2-ethylhexyl) ester	30.180903847910155	11691.504754442474	0.0	332.0	382.0
84-74-2	Dibutyl phthalate	27.53465792978675	8828.903335811163	-29.024	306.0	444.0
84-75-3	Dihexyl phthalate	29.377117443647794	11116.452548147958	0.0	451.0	523.0
84-76-4	Dinonyl phthalate	48.925834624657945	19764.75952994541	0.0	393.0	433.0
85-01-8	Phenanthrene	21.577087415279536	5363.964077533349	-77.87	356.0	650.0
85-19-8	(5-Chloro-2-hydroxyphenyl)phenylmethanone	24.349837358412035	8818.900906167195	0.0	367.0	493.0
85-44-9	Phthalic anhydride	20.029519974278237	3622.387724351652	-133.336	404.0	558.0
85-68-7	Butylbenzyl-phthalate	16.460098614820726	2663.432413257515	-231.031	417.0	516.0
85-97-2	2-Chloro-6-phenylphenol	23.955565712938665	7037.936532384741	-23.797	392.0	590.0
86-28-2	N-Ethylcarbazole	26.88855255269262	9037.388600471215	0.0	347.0	374.0
86-52-2	1-(Chloromethyl)-naphthalene	24.287598483348408	7191.9034897979745	0.0	423.0	565.0
86-55-5	1-Naphthoic acid	30.627236942336122	10651.189901672486	-15.41	429.0	573.0
86-57-7	1-Nitronaphthalene	25.088736914753824	7986.286136540549	0.0	332.0	347.0
86-73-7	Fluorene	23.01820634743172	6340.209500090779	-18.374	424.0	572.0
86-74-8	Carbazole	23.28846075979643	7214.24777554039	-14.486	522.0	643.0
86-89-5	1-Pentylnaphthalene	21.14153041908878	4588.289934671353	-91.711	362.0	469.0
87-18-3	Salicylic acid 4-tert-butylphenyl ester	22.617971006567494	7052.822745010949	-41.519	439.0	677.0
87-20-7	Isopentyl salicylate	18.393947731022706	3468.489844491209	-113.642	287.0	328.0
87-25-2	Ethyl anthranilate	20.82939198388251	3994.4094900714213	-113.5	433.0	593.0
87-26-3	2-(2-Pentyl)phenol	21.01387510153319	3850.3689769940856	-109.909	397.0	501.0
87-41-2	Phthalide	22.570353546844373	5740.121286080135	-43.794	368.0	563.0
87-61-6	1,2,3-Trichlorobenzene	23.839814760313853	6298.790599438003	19.85	365.0	521.0
87-62-7	2,6-Dimethylaniline	22.473898257298856	5058.090976365113	-29.256	317.0	491.0
87-65-0	2,6-Dichlorophenol	23.781398176504595	5599.426429142921	-36.391	333.0	493.0
87-66-1	1,2,3-Trihydroxybenzene	30.58859956447568	14248.187020203693	166.406	458.0	582.0
87-68-3	Hexachloro-1,3-butadiene	21.712617573853166	4037.718813085546	-86.949	343.0	483.0
87-86-5	Pentachlorophenol	24.949568671733264	7878.3685784021045	0.0	473.0	507.0
87-91-2	Diethyl (+)-tartrate	24.72340876389939	7087.522702362369	-15.815	373.0	553.0
87-92-3	Dibutyl tartrate	30.9140008898176	13064.8079504358	73.947	428.0	511.0
88-05-1	2,4,6-Trimethyl-aniline	24.284052502305194	5865.939140731517	-39.039	341.0	477.0
88-06-2	2,4,6-Trichlorophenol	23.994571504413983	6094.6526154335215	-30.563	349.0	519.0
88-09-5	2-Ethylbutyric acid	25.125992741558466	5953.02981670383	-28.838	374.0	467.0
88-14-2	Furancarbonylic acid	38.94118093760972	12422.329144863133	0.0	317.0	328.0
88-16-4	1-(Trifluoromethyl)-2-chlorobenzene	21.78422797024528	3988.2132335861743	-36.947	273.0	426.0
88-18-6	2-tert-Butylphenol	21.814000395497693	4435.38446898599	-66.116	328.0	497.0
88-60-8	3-Methyl-6-tert-butylphenol	21.822681141298283	4439.144590442849	-83.918	378.0	517.0
88-69-7	2-Isopropylphenol	21.103353558246937	3690.512006912974	101.616	375.0	493.0
88-72-2	2-Nitrotoluene	22.696926649406258	5153.9660144672	-33.894	323.0	496.0
88-73-3	1-Chloro-2-nitrobenzene	22.112898966419248	4994.539627798478	-47.396	383.0	516.0
88-74-4	2-Nitroaniline	19.810452028530783	7109.378840065068	-18.084	377.0	557.0
88-75-5	2-Nitrophenol	20.602472222967947	3473.3989559094725	-107.439	366.0	490.0
88-88-0	2ClN3O6 1-Chloro-2,4,6-trinitro benzene	23.242524187191197	7595.360147207299	0.0	473.0	544.0
88-89-1	2,4,6-Trinitrophenol	25.03324461401267	5812.926724135515	-169.198	468.0	608.0
88-95-9	Phthaloylchloride	22.942957866592675	5887.680149179567	-33.27	359.0	548.0
89-05-4	Pyromellitic acid	26.15248517601521	9604.358733089324	0.0	561.0	622.0
89-32-7	Pyromellitic acid dianhydride	15.524811575897475	1162.123906774467	-383.267	562.0	622.0
89-69-0	2,4,5-Trichloro-1-nitrobenzene	23.751165234233582	6822.559630541358	0.0	427.0	523.0
