CAS	name	Hfg	S0g
62198-63-4	2,4,4-trimethyl-3-ethylheptane	-272100	567.99
62198-64-5	2,4,4-trimethyl-5-ethylheptane	-286400	570.34
62198-65-6	2,4,5-trimethyl-3-ethylheptane	-285100	584.42
62198-66-7	2,4,5-trimethyl-4-ethylheptane	-290600	571.01
62198-67-8	2,4,5-trimethyl-5-ethylheptane	-297000	562.96
62198-68-9	2,4,6-trimethyl-3-ethylheptane	-293100	584.09
62198-69-0	2,4,6-trimethyl-4-ethylheptane	-297100	572.68
62198-70-3	2,5,5-trimethyl-3-ethylheptane	-300100	576.71
62198-71-4	2,5,5-trimethyl-4-ethylheptane	-292800	573.69
62198-72-5	3,3,4-trimethyl-4-ethylheptane	-280300	559.6
62198-73-6	3,3,4-trimethyl-5-ethylheptane	-286600	567.65
62198-74-7	3,3,5-trimethyl-4-ethylheptane	-269300	573.02
62198-75-8	3,3,5-trimethyl-5-ethylheptane	-288000	567.65
62198-76-9	3,4,4-trimethyl-3-ethylheptane	-280300	553.9
62198-77-0	3,4,4-trimethyl-5-ethylheptane	-278700	560.61
62198-78-1	3,4,5-trimethyl-3-ethylheptane	-283100	569.67
62198-79-2	3,4,5-trimethyl-4-ethylheptane	-277300	568.99
62198-80-5	2,2,3,3,4-pentamethylheptane	-286600	538.14
62198-81-6	2,2,3,3,5-pentamethylheptane	-297700	545.18
62198-82-7	2,2,3,3,6-pentamethylheptane	-307100	537.13
62198-83-8	2,2,3,4,4-pentamethylheptane	-282800	541.49
62198-84-9	2,2,3,4,5-pentamethylheptane	-294000	558.93
62198-85-0	2,2,3,4,6-pentamethylheptane	-302000	558.26
62198-86-1	2,2,3,5,5-pentamethylheptane	-308500	551.55
62198-87-2	2,2,3,5,6-pentamethylheptane	-310100	558.26
62198-88-3	2,2,3,6,6-pentamethylheptane	-321000	541.49
62198-89-4	3,5-dimethyl-4-isopropylheptane	-269600	577.04
62198-90-7	2-methyl-3,3-diethylheptane	-280400	582.75
62198-91-8	2-methyl-3,4-diethylheptane	-284100	594.15
62198-92-9	2-methyl-3,5-diethylheptane	-297100	590.12
62198-93-0	2-methyl-4,4-diethylheptane	-292200	578.39
62198-94-1	2-methyl-4,5-diethylheptane	-295800	585.43
62198-95-2	2-methyl-5,5-diethylheptane	-299500	568.66
62198-96-3	3-methyl-3,4-diethylheptane	-280200	580.06
62198-97-4	3-methyl-3,5-diethylheptane	-293000	583.75
62198-98-5	3-methyl-4,4-diethylheptane	-277300	582.75
62198-99-6	3-methyl-4,5-diethylheptane	-281300	592.81
62199-00-2	3-methyl-5,5-diethylheptane	-290100	576.37
62199-01-3	4-methyl-3,3-diethylheptane	-277300	574.36
62199-02-4	4-methyl-3,4-diethylheptane	-280300	579.39
62199-03-5	4-methyl-3,5-diethylheptane	-287900	574.03
62199-04-6	2,2,3-trimethyl-3-ethylheptane	-287100	561.28
62199-05-7	2,2,3-trimethyl-4-ethylheptane	-293000	568.66
62199-06-8	2,2,3-trimethyl-5-ethylheptane	-305500	564.97
62199-07-9	2,2,4-trimethyl-3-ethylheptane	-275700	567.65
62199-08-0	2,2,4-trimethyl-4-ethylheptane	-293200	563.96
62199-09-1	2,2,4-trimethyl-5-ethylheptane	-302600	566.31
62199-10-4	2,2,5-trimethyl-3-ethylheptane	-297000	575.7
62199-11-5	2,2,5-trimethyl-4-ethylheptane	-302600	572.01
62199-12-6	2,2,5-trimethyl-5-ethylheptane	-315000	556.92
62199-13-7	2,2,6-trimethyl-3-ethylheptane	-300000	571.01
62199-14-8	2,2,6-trimethyl-4-ethylheptane	-309700	570
62199-15-9	2,2,6-trimethyl-5-ethylheptane	-312700	566.31
62199-16-0	2,3,3-trimethyl-4-ethylheptane	-281600	564.63
62199-17-1	2,3,3-trimethyl-5-ethylheptane	-295700	570.67
62199-18-2	2,3,4-trimethyl-3-ethylheptane	-280200	573.02
62199-19-3	2,2,5,7-tetramethyloctane	-318900	568.66
62199-20-6	2,2,6,6-tetramethyloctane	-320200	560.27
62199-21-7	2,2,6,7-tetramethyloctane	-315400	570
62199-22-8	2,3,3,4-tetramethyloctane	-292100	561.28
62199-23-9	2,3,3,5-tetramethyloctane	-297600	576.04
62199-24-0	2,3,3,6-tetramethyloctane	-304900	575.03
62199-25-1	2,3,3,7-tetramethyloctane	-307200	569.67
62199-26-2	2,3,4,4-tetramethyloctane	-292200	572.01
62199-27-3	2,3,4,5-tetramethyloctane	-294200	579.39
62199-28-4	2,3,4,6-tetramethyloctane	-300000	586.1
62199-29-5	2,3,4,7-tetramethyloctane	-303000	581.07
62199-30-8	2,3,5,5-tetramethyloctane	-302700	578.05
62199-31-9	2,3,5,6-tetramethyloctane	-301500	590.12
62199-32-0	2,3,5,7-tetramethyloctane	-308000	585.43
62199-33-1	2,3,6,6-tetramethyloctane	-310000	577.38
62199-34-2	2,4,4,5-tetramethyloctane	-296800	571.01
62199-35-3	2,4,4,6-tetramethyloctane	-300000	581.07
62199-36-4	2,4,5,5-tetramethyloctane	-303200	567.99
62199-37-5	2,4,5,6-tetramethyloctane	-299400	583.42
62199-38-6	2,4,6,6-tetramethyloctane	-306400	578.72
62199-39-7	2,5,5,6-tetramethyloctane	-304100	570
62199-40-0	2,5,6,6-tetramethyloctane	-304000	570.67
62199-41-1	3,3,4,4-tetramethyloctane	-293300	549.21
62199-42-2	3,3,4,5-tetramethyloctane	-289200	575.7
62199-43-3	3,3,4,6-tetramethyloctane	-301000	575.37
62199-44-4	3,3,5,5-tetramethyloctane	-293000	568.99
62199-45-5	3,3,5,6-tetramethyloctane	-299900	583.08
62199-46-6	3,3,6,6-tetramethyloctane	-314800	561.95
62199-47-7	3,4,4,5-tetramethyloctane	-289000	561.28
62199-61-5	2,2,4,4,5-pentamethylheptane	-292900	547.53
62199-62-6	2,2,4,4,6-pentamethylheptane	-299630	550.88
62199-63-7	2,2,4,5,5-pentamethylheptane	-307400	547.53
62199-64-8	2,2,4,5,6-pentamethylheptane	-306400	557.93
62199-65-9	2,2,5,5,6-pentamethylheptane	-317600	544.17
62199-66-0	2,3,3,4,4-pentamethylheptane	-282800	536.13
62199-67-1	2,3,3,4,5-pentamethylheptane	-284400	554.24
62199-68-2	2,3,3,4,6-pentamethylheptane	-298400	547.19
62199-69-3	2,3,3,5,5-pentamethylheptane	-290600	554.91
62199-70-6	2,3,4,4,5-pentamethylheptane	-284300	551.55
62199-71-7	2,3,4,4,6-pentamethylheptane	-292000	561.62
62199-72-8	2,3,4,5,5-pentamethylheptane	-290400	559.6
62199-73-9	2,4,4,5,5-pentamethylheptane	-293100	538.81
62199-74-0	3,3,4,4,5-pentamethylheptane	-279900	538.14
62199-75-1	3,3,4,5,5-pentamethylheptane	-276500	541.16
62199-76-2	2,2-dimethyl-3-tert-butylhexane	-256500	527.4
62199-77-3	2-methyl-3-ethyl-3-isopropylhexane	-258700	558.93
62199-78-4	2-methyl-4-ethyl-3-isopropylhexane	-268800	585.09
62199-79-5	2,2,3-trimethyl-3-isopropylhexane	-266300	545.52
62199-80-8	2,2,4-trimethyl-3-isopropylhexane	-250100	547.86
62199-81-9	2,2,5-trimethyl-3-isopropylhexane	-284900	551.22
62199-82-0	2,2,5-trimethyl-4-isopropylhexane	-300000	552.9
62199-83-1	2,3,4-trimethyl-3-isopropylhexane	-259400	543.84
62199-84-2	2,3,5-trimethyl-3-isopropylhexane	-283200	555.91
62199-85-3	2,3,5-trimethyl-4-isopropylhexane	-273600	556.58
62199-86-4	2,4,4-trimethyl-3-isopropylhexane	-246500	542.83
62199-87-5	3,3,4-triethylhexane	-266900	573.69
62199-88-6	2,2-dimethyl,3,3-diethylhexane	-262600	548.54
62199-89-7	2,3-dimethyl-3,4-diethylhexane	-269900	572.35
62211-85-2	4,5,6-trimethylnonane	-292900	590.12
62212-28-6	3,4-dimethyl-3-ethyloctane	-290800	576.37
62417-08-7	2,6-dimethyl-1-octanol	-412520	577.37
62946-68-3	2-propyl-1,4-butanediol	-492900	536.52
63126-48-7	3-ethyl-4-octanol	-412520	577.37
63318-29-6	cis-1-iodo-1-heptene	6280	477.71
63521-36-8	3,4-dimethyl-1,4-pentanediol	-518200	442.14
63521-37-9	3-methyl-2,3-pentanediol	-503000	384.94
64245-25-6	cis-1-iodo-3-methyl-1-butene	42280	390.28
64265-26-5	2,4-dimethyltetrahydrofuran	-259030	245.63
64502-86-9	3,4-dimethyl-2-pentanol	-355880	450.98
64531-23-3	cis-1-chloro-1-octene	-106970	494.46
64919-20-6	ethyl pentadecyl sulfide	-351920	884.05
65036-71-7	4,5-dimethyl-cis-2-hexene	-101800	441.96
65591-14-2	eicosyl propanoate	-834200	1112.4
65769-10-0	6,6-dimethyl-1-heptanol	-390070	518.59
65822-93-7	2,4-dimethyl-2-heptanol	-395350	509.07
65927-60-8	2,3,5-trimethyl-3-hexanol	-400630	499.54
66142-53-8	1,1-diiodoundecane	-121910	686.19
66142-59-4	cis-1-bromo-1-undecene	-126820	628.94
66142-60-7	trans-1-bromo-1-undecene	-126820	628.94
66142-61-8	trans-1-chloro-1-undecene	-168890	611.32
66142-62-9	trans-1-fluoro-1-undecene	-349260	609.59
66142-63-0	cis-1-iodo-1-undecene	-76280	633.51
66142-64-1	trans-1-iodo-1-undecene	-76280	633.51
66172-73-4	cis-1-chloro-1-undecene	-168890	611.32
66172-74-5	cis-1-fluoro-1-undecene	-349260	609.59
66213-67-0	cis-1-chloro-3-methyl-1-butene	-50330	368.08
66213-68-1	trans-1-chloro-3-methyl-1-butene	-50330	368.08
66213-69-2	cis-1-chloro-1-pentene	-45050	377.6
66213-70-5	trans-1-chloro-1-pentene	-45050	377.6
66213-72-7	cis-1-fluoro-2-methyl-1-butene	-235210	371.72
66213-73-8	cis-1-fluoro-3-methyl-1-butene	-230700	366.35
66213-74-9	trans-1-fluoro-2-methyl-1-butene	-235210	371.72
66213-75-0	trans-1-fluoro-3-methyl-1-butene	-230700	366.35
66213-76-1	1-fluoro-2-methyl-cis-2-butene	-235210	371.72
66213-77-2	1-fluoro-2-methyl-trans-2-butene	-235210	371.72
66213-78-3	2-fluoro-3-methyl-1-butene	-232280	364.17
66213-79-4	2-fluoro-3-methyl-2-butene	-245000	367.56
66213-80-7	3-fluoro-3-methyl-1-butene	-225960	338.98
66213-81-8	4-fluoro-2-methyl-1-butene	-227000	373.7
66213-82-9	4-fluoro-3-methyl-1-butene	-222490	368.33
66213-83-0	cis-1-fluoro-1-pentene	-225420	375.88
66213-84-1	trans-1-fluoro-1-pentene	-225420	375.88
66213-85-2	1-fluoro-cis-2-pentene	-225420	375.88
66213-86-3	1-fluoro-trans-2-pentene	-225420	375.88
66213-87-4	2-fluoro-cis-2-pentene	-235210	371.72
66213-88-5	2-fluoro-trans-2-pentene	-235210	371.72
66213-89-6	2-fluoro-1-pentene	-227000	373.7
66213-90-9	3-fluoro-cis-2-pentene	-235210	371.72
66213-91-0	1,1-diiodononacosane	-493430	1387.3
66213-93-2	nonacosylamine	-608100	1337.2
66213-94-3	diethylpentacosylamine	-574360	1301.7
66213-95-4	dimethylheptacosylamine	-574360	1301.7
66213-96-5	ethylheptacosylamine	-588420	1326.3
66213-97-6	methyloctacosylamine	-588420	1326.3
66213-98-7	1,1-diiodotriacontane	-514070	1426.3
66214-00-4	triacontylamine	-628740	1376.2
66214-01-5	diethylhexacosylamine	-595000	1340.7
66214-02-6	dimethyloctacosylamine	-595000	1340.7
66214-03-7	ethyloctacosylamine	-609060	1365.2
66214-04-8	methylnonacosylamine	-609060	1365.2
66214-07-1	1,1-diiodohentriacontane	-534710	1465.2
66214-08-2	hentriacontylamine	-649380	1415.1
66214-09-3	diethylheptacosylamine	-615640	1379.6
66214-10-6	dimethylnonacosylamine	-615640	1379.6
66214-11-7	ethylnonacosylamine	-629700	1404.2
66214-12-8	methyltriacontylamine	-629700	1404.2
66214-13-9	1,1-diiododotriacontane	-555350	1504.2
66214-14-0	dotriacontylamine	-670020	1454.1
66214-15-1	diethyloctacosylamine	-636280	1418.6
66214-16-2	dimethyltriacontylamine	-636280	1418.6
66214-17-3	ethyltriacontylamine	-650340	1443.1
66214-18-4	methylhentriacontylamine	-650340	1443.1
66214-19-5	1,1-diiodotritriacontane	-575990	1543.1
66214-22-0	diethylnonacosylamine	-656920	1457.5
66214-23-1	dimethylhentriacontylamine	-656920	1457.5
66214-24-2	ethylhentriacontylamine	-670980	1482.1
66214-25-3	methyldotriacontylamine	-670980	1482.1
66214-26-4	1,1-diiodotetratriacontane	-596630	1582.1
66214-29-7	tetratriacontylamine	-711300	1532
66214-30-0	diethyltriacontylamine	-677560	1496.5
66214-31-1	dimethyldotriacontylamine	-677560	1496.5
66214-32-2	ethyldotriacontylamine	-691620	1521
66214-33-3	methyltritriacontylamine	-691620	1521
66225-12-5	3,5-dimethyl-trans-2-hexene	-111300	430.59
66225-14-7	4,5-dimethyl-trans-2-hexene	-106800	425.19
66225-15-8	3-ethyl-trans-2-hexene	-104000	446.89
66225-16-9	4-methyl-cis-2-heptene	-96500	451.55
66225-17-0	4-methyl-trans-2-heptene	-101500	434.78
66225-18-1	6-methyl-cis-2-heptene	-96500	451.55
66225-19-2	6-methyl-cis-3-heptene	-89500	475.03
66225-20-5	6-methyl-trans-3-heptene	-103200	429.08
66225-22-7	1,1-diiodooctane	-59990	569.33
66225-30-7	2,3-dimethyl-trans-3-hexene	-111400	430.25
66225-31-8	3,5-dimethyl-cis-2-hexene	-111300	430.59
66225-32-9	3-ethyl-2,3-pentanediol	-518800	440.13
66225-33-0	3-ethyl-2,4-pentanediol	-506000	508.95
66225-35-2	2-methyl-2,4-hexanediol	-526000	415.98
66225-37-4	4-methyl-1,5-hexanediol	-507200	496.74
66225-38-5	dimethyl-1,2-dimethylpropylamine	-125560	435.23
66225-39-6	dimethyl-2-methylbutylamine	-125560	435.23
66225-40-9	methylethylbutylamine	-120280	444.75
66225-41-0	methylethyl-sec-butylamine	-125560	435.23
66225-42-1	methylpropylisopropylamine	-125560	435.23
66225-46-5	cis-1-fluoro-1-hexene	-246060	414.83
66225-47-6	trans-1-fluoro-1-hexene	-246060	414.83
66225-50-1	1,1-diiodohexane	-18710	491.43
66225-51-2	3-ethyl-1-pentanol	-345320	470.03
66225-52-3	2,3-dimethyl-1,3-pentanediol	-513200	458.91
66225-53-4	2,4-dimethyl-2,3-pentanediol	-522200	436.91
66225-54-5	4,4-dimethyl-1,2-pentanediol	-512000	462.93
66256-39-1	3,4,4,5-tetramethyl-3-hexanol	-424740	509.14
66256-40-4	3,4,5,5-tetramethyl-3-hexanol	-424740	509.14
66256-41-5	2,2,4-trimethyl-3-ethyl-3-pentanol	-424740	509.14
66256-42-6	2,2,5-trimethyl-4-heptanol	-421270	538.49
66256-43-7	2,2,6-trimethyl-3-heptanol	-421270	538.49
66256-44-8	2,2,6-trimethyl-4-heptanol	-421270	538.49
66256-46-0	2,4,5-trimethyl-4-heptanol	-421270	538.49
66256-47-1	2,4,6-trimethyl-2-heptanol	-421270	538.49
66256-48-2	2,5,6-trimethyl-2-heptanol	-421270	538.49
66256-50-6	3,5,5-trimethyl-3-heptanol	-419460	518.67
66256-60-8	6-methyl-2-nonanol	-412520	577.37
66256-61-9	7-methyl-2-nonanol	-412520	577.37
66256-62-0	4-methyl-2-propyl-1-hexanol	-412520	577.37
66256-63-1	2,2,3,4-tetramethyl-3-hexanol	-424740	509.14
66256-64-2	2,2,3,5-tetramethyl-3-hexanol	-424740	509.14
66256-65-3	2,2,4,4-tetramethyl-3-hexanol	-424740	509.14
66256-66-4	2,3,4,4-tetramethyl-2-hexanol	-424740	509.14
66256-67-5	2,3,4,4-tetramethyl-3-hexanol	-424740	509.14
66256-68-6	2,4,4,5-tetramethyl-3-hexanol	-426550	528.97
66256-69-7	3,3,5,5-tetramethyl-2-hexanol	-424740	509.14
66271-50-9	1-nitrohexadecane	-384330	859.53
66271-53-2	2-hexadecanethiol	-344200	837.82
66271-54-3	ethyl tetradecyl sulfide	-331290	844.87
66271-55-4	propyl tridecyl sulfide	-331460	846.28
66271-56-5	ethyltetradecylamine	-320100	819.91
66271-67-8	cis-1-bromo-1-hexadecene	-230020	823.7
66271-68-9	trans-1-bromo-1-hexadecene	-230020	823.7
66271-69-0	cis-1-chloro-1-hexadecene	-272090	806.08
66271-70-3	trans-1-chloro-1-hexadecene	-272090	806.08
66271-71-4	cis-1-fluoro-1-hexadecene	-452460	804.35
66271-72-5	trans-1-fluoro-1-hexadecene	-452460	804.35
66271-73-6	cis-1-iodo-1-hexadecene	-179480	828.28
66271-74-7	trans-1-iodo-1-hexadecene	-179480	828.28
66271-75-8	1,1-diiodohexadecane	-225110	880.95
66271-76-9	pentadecyl formate	-655500	841.34
66271-77-0	tridecyl propanoate	-689400	836.64
66271-81-6	ethyl tridecyl sulfide	-310700	805.88
66271-82-7	propyl dodecyl sulfide	-310830	807.26
66271-83-8	butyl undecyl sulfide	-311580	807.26
66291-42-7	cis-1-fluoro-1-pentadecene	-431820	765.4
66291-43-8	trans-1-fluoro-1-pentadecene	-431820	765.4
66291-44-9	cis-1-iodo-1-pentadecene	-158840	789.32
66291-45-0	trans-1-iodo-1-pentadecene	-158840	789.32
66291-47-2	cis-1-chloro-1-decene	-148250	572.37
66291-48-3	trans-1-chloro-1-decene	-148250	572.37
66291-49-4	cis-1-fluoro-1-decene	-328620	570.64
66291-50-7	trans-1-fluoro-1-decene	-328620	570.64
66291-51-8	cis-1-iodo-1-decene	-55640	594.56
66291-52-9	trans-1-iodo-1-decene	-55640	594.56
66291-57-4	1,1-diiododecane	-101270	647.24
66291-72-3	cis-1-bromo-1-decene	-106180	589.99
66291-73-4	trans-1-bromo-1-decene	-106180	589.99
66291-74-5	1,1-diiodooctacosane	-472790	1348.4
66291-75-6	diethyltetracosylamine	-553720	1262.8
66291-76-7	dimethylhexacosylamine	-553720	1262.8
66291-77-8	ethylhexacosylamine	-567780	1287.3
66291-78-9	methylheptacosylamine	-567780	1287.3
66291-79-0	dimethylpentacosylamine	-533080	1223.8
66291-80-3	ethylpentacosylamine	-547140	1248.4
66291-81-4	methylhexacosylamine	-547140	1248.4
66291-84-7	1,1-diiodoheptacosane	-452150	1309.4
66291-86-9	diethyltricosylamine	-533080	1223.8
66291-89-2	diethyldocosylamine	-512440	1184.8
66291-90-5	dimethyltetracosylamine	-512440	1184.8
66291-91-6	ethyltetracosylamine	-526500	1209.4
66291-92-7	methylpentacosylamine	-526500	1209.4
66291-94-9	1,1-diiodohexacosane	-431510	1270.5
66292-27-1	1,1-diiodooctadecane	-266390	958.85
66292-28-2	heptadecyl formate	-696900	919.98
66292-29-3	pentadecyl propanoate	-730800	915.28
66292-30-6	1-nitrooctadecane	-425610	937.44
66292-31-7	ethyl hexadecyl sulfide	-372500	923.07
66292-32-8	propyl pentadecyl sulfide	-372670	924.48
66292-33-9	butyl tetradecyl sulfide	-373420	924.48
66292-34-0	methylheptadecylamine	-361380	897.81
66292-44-2	cis-1-bromo-1-octadecene	-271300	901.61
66292-45-3	trans-1-bromo-1-octadecene	-271300	901.61
66292-46-4	cis-1-chloro-1-octadecene	-313370	883.98
66292-47-5	trans-1-chloro-1-octadecene	-313370	883.98
66292-48-6	cis-1-fluoro-1-octadecene	-493740	882.26
66292-49-7	trans-1-fluoro-1-octadecene	-493740	882.26
66292-50-0	cis-1-iodo-1-octadecene	-220760	906.18
66292-51-1	trans-1-iodo-1-octadecene	-220760	906.18
66309-90-8	1,4-dimethyl-5-ethylnaphthalene	51300	509.67
66324-43-4	1,1-diiodotridecane	-163190	764.09
66324-50-3	cis-1-bromo-1-tridecene	-168100	706.85
66324-51-4	trans-1-bromo-1-tridecene	-168100	706.85
66324-52-5	cis-1-chloro-1-tridecene	-210170	689.22
66324-53-6	trans-1-chloro-1-tridecene	-210170	689.22
66324-54-7	cis-1-fluoro-1-tridecene	-390540	687.5
66324-55-8	trans-1-fluoro-1-tridecene	-390540	687.5
66324-56-9	cis-1-iodo-1-tridecene	-117560	711.42
66324-57-0	trans-1-iodo-1-tridecene	-117560	711.42
66325-78-8	1,1-diiodopentadecane	-204470	842
66325-82-4	1,1-diiodotricosane	-369590	1153.6
66326-05-4	1,1-diiododocosane	-348950	1114.7
66326-06-5	nonadecyl propanoate	-813500	1072.9
66326-07-6	ethyleicosylamine	-443940	1053.6
66326-08-7	methylheneicosylamine	-443940	1053.6
66326-13-4	heneicosanenitrile	-311890	980.11
66326-14-5	1,1-diiodoheneicosane	-328310	1075.7
66326-15-6	eicosyl formate	-758900	1038.1
66326-16-7	1-chloroheneicosane	-494890	999.44
66326-18-9	diethylheptadecylamine	-409240	990.08
66326-20-3	methyleicosylamine	-423300	1014.7
66359-36-2	1-nitrononadecane	-446250	976.39
66359-38-4	1,3-nonadecanediol	-745230	988.35
66359-40-8	ethyl heptadecyl sulfide	-393130	962.26
66359-41-9	propyl hexadecyl sulfide	-393250	963.54
66359-42-0	butyl pentadecyl sulfide	-394050	963.5
66359-43-1	ethylheptadecylamine	-382020	936.76
66359-51-1	cis-1-bromo-1-nonadecene	-291940	940.56
66359-52-2	trans-1-bromo-1-nonadecene	-291940	940.56
66359-53-3	cis-1-chloro-1-nonadecene	-334010	922.94
66359-54-4	trans-1-chloro-1-nonadecene	-334010	922.94
66359-55-5	cis-1-fluoro-1-nonadecene	-514380	921.21
66359-56-6	trans-1-fluoro-1-nonadecene	-514380	921.21
66359-57-7	cis-1-iodo-1-nonadecene	-241400	945.13
66359-58-8	trans-1-iodo-1-nonadecene	-241400	945.13
66359-60-2	1,1-diiodononadecane	-287030	997.81
66359-75-9	diethylheneicosylamine	-491800	1145.9
66359-76-0	dimethyltricosylamine	-491800	1145.9
66359-77-1	ethyltricosylamine	-505860	1170.5
66359-78-2	methyltetracosylamine	-505860	1170.5
66359-84-0	1,1-diiodopentacosane	-410870	1231.5
66374-76-3	cis-1-bromo-1-pentadecene	-209380	784.75
66374-77-4	trans-1-bromo-1-pentadecene	-209380	784.75
66374-78-5	cis-1-chloro-1-pentadecene	-251450	767.13
66374-79-6	trans-1-chloro-1-pentadecene	-251450	767.13
66374-96-7	1,1-diiodotetracosane	-390230	1192.6
66374-97-8	diethyleicosylamine	-471160	1106.9
66374-98-9	ethyldocosylamine	-485220	1131.5
66374-99-0	methyltricosylamine	-485220	1131.5
66375-02-8	diethylnonadecylamine	-450520	1068
66375-03-9	dimethylheneicosylamine	-450520	1068
66375-04-0	ethylheneicosylamine	-464580	1092.6
66375-05-1	methyldocosylamine	-464580	1092.6
66455-35-4	propyl heptadecyl sulfide	-413880	1002.7
66455-36-5	methylnonadecylamine	-402660	975.72
66455-41-2	trans-1-chloro-1-eicosene	-354650	961.89
66455-42-3	cis-1-fluoro-1-eicosene	-535020	960.16
66455-43-4	trans-1-fluoro-1-eicosene	-535020	960.16
66455-44-5	trans-1-iodo-1-eicosene	-262040	984.08
66455-45-6	cis-1-iodo-1-eicosene	-262040	984.08
66455-47-8	1,1-diiodoeicosane	-307670	1036.8
66455-49-0	nonadecyl formate	-738300	998.62
66455-50-3	1-nitroeicosane	-466890	1015.3
66455-60-5	cis-1-bromo-1-eicosene	-312580	979.51
66455-61-6	trans-1-bromo-1-eicosene	-312580	979.51
66455-62-7	cis-1-chloro-1-eicosene	-354650	961.89
66553-05-7	1-amino-2,3-dimethylbutane	-141400	430.79
66553-15-9	2,3-dimethyl-1,2-butanediol	-494400	413.79
66553-16-0	2-ethyl-1,2-butanediol	-490200	419.69
66553-17-1	2-ethyl-1,3-butanediol	-484400	465.03
66553-33-1	1,1-diiodododecane	-142550	725.14
66553-34-2	1-nitro-2,3-dimethylbutane	-188490	450.96
66553-39-7	cis-1-bromo-1-dodecene	-147460	667.9
66553-40-0	trans-1-bromo-1-dodecene	-147460	667.9
66553-41-1	cis-1-chloro-1-dodecene	-189530	650.27
66553-42-2	trans-1-chloro-1-dodecene	-189530	650.27
66553-43-3	cis-1-fluoro-1-dodecene	-369900	648.54
66553-44-4	trans-1-fluoro-1-dodecene	-369900	648.54
66553-45-5	cis-1-iodo-1-dodecene	-96920	672.47
66553-46-6	trans-1-iodo-1-dodecene	-96920	672.47
66553-52-4	ethyldecylamine	-237540	664.1
66553-53-5	methylundecylamine	-237540	664.1
66563-84-6	ethylnonylamine	-216900	625.15
66563-89-1	cis-1-bromo-1-heptadecene	-250660	862.66
66563-90-4	trans-1-bromo-1-heptadecene	-250660	862.66
66563-91-5	cis-1-chloro-1-heptadecene	-292730	845.03
66563-92-6	trans-1-chloro-1-heptadecene	-292730	845.03
66575-72-2	trinonadecylamine	-1152300	2392.4
66575-83-5	triheptadecylamine	-1028400	2158.7
66576-21-4	2,2,3,4,4-pentamethyl-3-ethylpentane	-238100	493.19
66576-22-5	3-methyl-3-ethyl-2-pentanol	-374710	470.11
66576-23-6	4-methyl-3-ethyl-2-pentanol	-376520	489.94
66576-24-7	2,2,3,3-tetramethyl-1-butanol	-378180	440.77
66576-26-9	2,3,4-trimethyl-2-pentanol	-379990	460.59
66576-27-0	3,5-dimethyl-2-hexanol	-376520	489.94
66576-31-6	5,5-dimethyl-3-hexanol	-374710	470.11
66576-36-1	methylnonatriacontylamine	-815460	1754.8
66576-42-9	nonatriacontylamine	-814500	1726.7
66576-43-0	diethylpentatriacontylamine	-780760	1691.2
66576-44-1	dimethylheptatriacontylamine	-780760	1691.2
66576-45-2	ethylheptatriacontylamine	-794820	1715.8
66576-46-3	methyloctatriacontylamine	-794820	1715.8
66576-47-4	1,1-diiodotetracontane	-720470	1815.8
66576-50-9	tetracontylamine	-835140	1765.7
66576-51-0	diethylhexatriacontylamine	-801400	1730.2
66576-52-1	dimethyloctatriacontylamine	-801400	1730.2
66576-53-2	ethyloctatriacontylamine	-815460	1754.8
66576-56-5	3,3-dimethyl-2-ethyl-1-butanol	-374710	470.11
66576-58-7	1,1-diiodononatriacontane	-699830	1776.9
66576-66-7	tripentadecylamine	-904600	1924.9
66576-70-3	1,2-dimethylpropyl propanoate	-543600	499.6
66576-72-5	1,1-diiodohexatriacontane	-637910	1660
66576-85-0	1,1-diiodopentatriacontane	-617270	1621
66576-87-2	pentatriacontylamine	-731940	1570.9
66576-88-3	diethylhentriacontylamine	-698200	1535.4
