CAS	Tm	Tb	Vms	Vml
1314-35-8	1745.15		3.219975e-05	
1314-36-9	2688.15			
1314-37-0				
1314-41-6	773.15			
1314-56-3	835.15			
1314-61-0	2148.15			
1314-62-1	963.15			
1314-68-7	301.15	611.65		
1314-80-3	561.15	787.15	3.0571659e-05	
1314-84-7	693.15	1373.15		
1314-85-8	445.65	680.65	0.00010841872	
1314-87-0	1387.15	1554.15	3.1565303e-05	
1314-91-6	1198.15		4.0979192e-05	
1314-95-0	1153.15	1503.15		
1314-96-1	2275.15		3.2347297e-05	
1314-98-3	1973.15	1458.15	2.2556713e-05	
131403-79-7	346.15			
13141-42-9	352.15			
13141-43-0	377.65			
13141-45-2	368.9			
13142-58-0	475.65			
13142-61-5	406.65			
13142-74-0	489.65			
13142-82-0	427.65			
13142-83-1	428.15			
131436-67-4				
131436-68-5				
131436-69-6				
13146-36-6	367.15			
131467-94-2	377.15			
13147-09-6	455.65			
13147-25-6				
13147-86-9	349.65			
13148-56-6	472.65			
13148-63-5		393.15		
13148-66-8				
13148-94-2	334.15			
13149-00-3	345.4			
13149-03-6	459.15			
13149-04-7	312.65			
1315-01-1	1143.15			
1315-05-5	878.15	1305.05		
1315-09-9	1788.15			
1315-11-3	1573.15			
13150-40-8	328.65			
131515-32-7				
13152-95-9		590.65		
131526-90-4	436.65			
13153-01-0	446.15			
13153-06-5				
13153-11-2	304.65			
13154-24-0				
13154-25-1		499.65		
131543-52-7				
13155-57-2				0.00016974799
1315550-50-5	413.65			
13156-01-9	352.65			
13156-02-0	315.65			
13156-03-1	325.65			
13156-04-2	318.65			
13156-95-1	340.15			
13157-47-6	383.65			
13157-90-9	397.15			
13159-51-8				
13159-52-9				0.00015213799
13159-53-0				
13159-80-3	411.15			
131598-62-4	482.15			
13160-06-0	456.15			
13160-07-1	412.4			
13160-56-0	531.15			
13161-30-3	423.15			
13161-32-5	527.15			
13161-75-6	354.15			
131613-55-3	506.15			
13162-05-5	289.15			7.0098619e-05
13162-46-4				
13162-79-3				
1316228-22-4	320.15			
13163-73-0	300.15			
13164-03-9	362.15			
13164-05-1	380.65			
13165-68-9	309.15			
13165-70-3				0.00011725529
13165-78-1	317.65			
131651-38-2	326.65			
131674-40-3				
131674-41-4	464.15			
131685-20-6	312.65			
131690-61-4	515.65			
1317-33-5	2648.15		3.163834e-05	
1317-34-6				
1317-35-7	1837.15			
1317-36-8	1161.15	1743.15	2.3420714e-05	
1317-37-9	1467.15		1.8163223e-05	
1317-38-0	1599.15		1.2596263e-05	
1317-39-1	1508.15		2.3848567e-05	
1317-40-4				
1317-42-6	1455.15		1.6696917e-05	
1317-43-7				
1317-45-9				
1317-60-8	1838.15		1.3710763e-05	
1317-61-9				
1317-63-1				
1317-70-0				
1317-80-2				
1317-82-4				
1317-98-2				
13170-18-8				0.00021960037
13170-23-5	269.15			0.00028694799
13170-28-0	403.15			
13170-43-9	379.25		0.00018915526	
13170-66-6				0.00016276372
13171-00-1	350.7			
13171-18-1		323.4		
13171-21-6	228.15			0.0002470244
13171-25-0	499.65			
13171-64-7				
13172-31-1		284.15		
13173-22-3				
13174-08-8	434.15			
131747-25-6	405.15			
131747-42-7	429.65			
13175-44-5	368.15	368.15		
13176-69-7				
13177-25-8	406.65			
13177-26-9	408.15			
13177-29-2	425.15			
13177-32-7	438.65			
13177-38-3	370.15			
13177-41-8	555.65			
13177-50-9	472.65			
13177-71-4	568.15			
13178-99-9	408.95			
131786-48-6	494.15			
1318-00-9	1623.15			
1318-23-6				
1318-27-0				
1318-74-7	853.15		7.3713944e-05	
1318-93-0				
1318-94-1				
131802-69-2	374.65			
131807-57-3	414.15			
13181-17-4	469.65			
13181-50-5	446.15			
131819-23-3				
13182-58-6	521.15			
13182-60-0	310.65			
13182-75-7	463.15			
13182-81-5	351.15			
13182-82-6	347.15			
13182-87-1	382.15			
13182-89-3	373.15			
13183-70-5	366.15	467.65		
13183-79-4	399.15			
131833-93-7	355.15			
13184-27-5	402.15			
13184-80-0	345.65			
13184-86-6				
13185-09-6	440.65			
13185-22-3	504.65			
13185-53-0	438.15			
131860-33-8	389.15			
13187-38-7	396.15			
13187-99-0				
13188-82-4				
13189-00-9	523.15		0.00010234408	
1319-33-1				
1319-41-1				
1319-45-5				
1319-46-6	673.15		4.628929e-05	
1319-53-5				
1319-77-3		470.15		
1319-82-0	479.15			
1319-88-6				
13190-34-6	323.15			
13190-50-6	412.65			
13190-97-1	307.15			
13191-36-1	404.15		0.00012979716	
13192-04-6				
13194-48-4	260.15			0.00022151737
13194-68-8	361.15			
13194-69-9	311.15			
13195-50-1	318.65	509.15		
13195-64-7	387.15			
13195-66-9				
13195-73-8				
13195-76-1		485.4		
13195-79-4	366.65			
13195-80-7		398.15		
131971-25-0	577.65			
13198-73-7	411.15			
131983-72-7	413.15			
131984-76-4	482.65			
131984-77-5	493.15			
131986-05-5	457.15			
13199-26-3				
132-13-8	471.65			
132-17-2	416.15			
132-18-3	479.15			
132-19-4	425.65			
132-20-7	380.15			
132-21-8				
132-22-9				
132-27-4	555.15			
132-28-5	371.15	581.9		
132-29-6				0.00031201923
132-32-1	400.15			
132-53-6	431.15			
132-60-5	491.15			
132-63-8	377.15			
132-64-9	359.65	560.15	0.00015450119	
132-65-0	370.15	605.65		
132-66-1	476.15		0.00020807143	
132-67-2				
132-69-4	433.15			
132-75-2	305.65			
132-86-5	396.65			
132-89-8	419.65			
132-98-9	397.15			
1320-04-3	451.15			
1320-16-7				
1320-27-0				
1320-37-2		270.75		
1320-50-9	374.65			
1320-51-0	366.65			
1320-67-8		391.15		
1320-98-5		425.15		
13200-83-4	366.65			
13200-85-6	434.65			
13200-86-7	443.65			
13201-14-4	385.65			
13201-16-6	365.65			
13201-46-2	331.15			
13203-40-2				
13203-56-0				
13205-46-4	434.15			
13205-48-6	467.65			
13205-49-7	418.15			
13205-56-6				0.00021631313
132057-06-8	386.15			
13206-31-0	454.9			
13207-50-6	446.15			
13208-32-7	496.65			
13208-64-5	383.15			
13209-15-9	388.65			
13209-16-0	399.65			
13209-31-9	351.15			
13209-35-3	434.15			
13209-41-1	502.65			
13209-45-5	455.15			
13209-60-4	493.15			
13209-79-5	412.15			
132095-54-6	346.15			
1321-12-6	327.55	511.15		
1321-16-0		438.15		
1321-38-6	293.15	524.15		
1321-40-0	593.15			
1321-64-8	393.15	622.04		
1321-65-9	366.15	602.15		
1321-67-1	375.15			
1321-74-0	206.25	473.15		
1321-89-7		470.15		
1321-94-4	307.15	513.15		
132104-10-0	342.15			
13211-01-3	367.15			
13211-15-9	313.15		0.00014241113	
13211-31-9				
132112-35-7	543.2			
13213-38-2				0.00010328163
13213-88-2	392.65			
132131-24-9	358.65			
13214-29-4				
13214-53-4	424.65			
13214-66-9		396.65		
13214-70-5	413.15			
132160-32-8	466.15			
132164-93-3	482.15			
13218-17-2	405.65			
132182-92-4		372.15		
1322-06-1	361.15	535.15		
1322-14-1	419.15			
1322-20-9	395.15			
1322-23-2		336.65		
1322-36-7				
1322-51-6	355.15	588.15		
1322-58-3				
1322-72-1	492.15			
13220-24-1				
13220-33-2				
13220-57-0	531.15			
132201-32-2	496.15			
132201-33-3	440.15			
132203-70-4	389.2			
13221-27-7	412.65			
13221-89-1	459.15			
132213-65-1	441.4			
13222-26-9		386.65		0.00011947128
13223-25-1	375.15			
13223-26-2	529.15			
13224-94-7	438.15			
13224-99-2	453.65			
13225-10-0	321.65		0.00022272024	
132272-56-1	483.15			
132278-37-6	347.65			
13228-36-9	487.65			
13228-39-2	357.4			
132287-19-5	434.15			
132289-68-0	494.15			
13229-02-2	425.15			
13229-59-9	348.15			
132296-37-8	418.65			
1323-00-8				
1323-38-2				
1323-39-3	317.55			
1323-65-5		593.15		
1323-70-2	498.15			
1323-83-7	347.65			
13230-03-0	434.15			
13230-04-1	456.15			
13230-05-2	313.15			
13230-22-3	385.15			
13230-97-2	579.15			
13230-99-4	603.15			
132304-38-2	413.15			
13231-90-8	493.15			
13232-00-3	323.15			
13232-74-1	527.15			
13232-83-2	453.65			
132334-40-8	312.15			
132335-44-5	352.15			
13234-79-2	450.15			
13235-83-1				0.00016368502
13235-87-5				
132368-08-2	530.15			
13237-73-5	432.65			
13237-74-6	509.15			
132372-76-0	398.65			
13238-84-1		460.65		
13239-97-9	481.65			
1323952-12-0	376.65			
13241-28-6	383.15			
13241-31-1	543.15			
13241-33-3	517.15			
13242-44-9	432.15			
13242-53-0	333.65			
13242-55-2	383.15			
13243-65-7	489.65			
132431-12-0	334.65			
132434-53-8	332.15			
13244-35-4	468.65			
13244-38-7	623.15			
13246-14-5	458.15			
13246-32-7		429.15		
13246-52-1				
13246-97-4	318.65			
13247-80-8	365.15			
13248-54-9				
132482-43-0	528.65			
13249-58-6	322.65			
13249-63-3				
13250-83-4				
13250-95-8	378.75			
13250-96-9	545.65			
13250-97-0	552.15			
13252-15-8		475.15		
13252-72-7	428.15			
13252-84-1	443.15			
132523-48-9				
13253-44-6	390.65			
132539-06-1	468.15			
13254-04-1	318.65			
13254-07-4	439.65			
13254-09-6	418.15			
13254-33-6	399.15			
13254-34-7		446.15		
132546-97-5	522.65			
132559-91-2	361.15			
13256-06-9				
13256-11-6				
13256-13-8				
13256-22-9	339.65			
13257-44-8				0.00020544036
13257-51-7	439.15			
13257-81-3				
13257-88-0				
1325724-91-1	344.65			
1325724-92-2	441.65			
1325724-93-3	436.65			
13258-63-4	388.65	394.15		
132587-63-4	359.15			
13259-75-1		443.15		0.00020896882
13260-75-8	322.65			
132600-17-0	464.15			
132605-20-0	499.15			
132605-96-0	347.15			
132606-40-7	319.65			
13261-62-6	452.15			
13262-39-0	436.15			
13262-48-1	472.15			
132622-69-6	501.65			
132622-71-0	411.65			
132628-16-1	462.15			
13264-92-1	449.65			
13265-84-4	331.15			
132651-59-3	407.15			
13266-07-4	399.65			
13267-55-5	401.15			
132680-55-8	435.65			
132682-23-6	369.15			
13269-19-7	455.15			
13269-28-8	455.15			
13269-35-7	379.15			
13269-48-2		420.15		
13269-52-8	157.75	340.25		0.00012504086
13269-73-3	510.15			
13269-74-4	422.15			
13269-78-8				
13269-86-8		308.65		
132696-47-0	347.15			
1327-36-2	1753.15			
1327-50-0	873.15	1446.95	4.0945813e-05	
1327-53-3	567.15	733.15		
132719-05-2				
13273-85-3				
13273-90-0				
13274-42-5	400.65			
13274-75-4	398.65			
13275-19-9				0.00014130121
13275-42-8	519.15			
13276-08-9	368.65			
13276-24-9				0.00016153129
132765-36-7	459.15			
13277-59-3				0.00025697623
13278-32-5	448.15			
13278-36-9	440.65			
13278-39-2	442.65			
13278-80-3	376.15			
13279-06-6	375.15			
13279-22-6	355.65			
13279-58-8	434.65			
13279-85-1		406.9		0.00013189021
13279-87-3		425.15		
132796-57-7	436.65			
1328-53-6				
13280-00-7				0.00011798434
13280-07-4				8.6754087e-05
13280-08-5				0.00010106498
13280-61-0	451.65			
132814-92-7	439.15			
132815-42-0	383.65			
13282-14-9	502.15			
13282-37-6	429.65		0.00011285671	
13282-82-1				0.00020379887
13283-01-7	556.15	609.65		
13283-31-3	215.15	326.15		1.5406258e-05
13283-91-5	326.15			
13283-92-6	355.65			
13284-42-9				
13284-97-4	358.94			
132843-44-8	601.15			
13286-24-3	462.65			
13286-32-3				0.00022460091
13286-65-2	378.15			
13286-91-4		409.15		
132867-78-8	413.65			
13287-49-5	358.65			
13287-64-4				
13287-76-8	359.15			
132871-10-4	411.9			
132871-11-5	304.15			
13288-70-5	577.65			
13289-13-9				0.00013960499
13289-18-4	556.65			
13289-20-8	477.65			
13289-44-6	374.65			
132898-96-5	424.15			
1329-76-6	520.65			
1329-99-3		438.65		
13290-16-9		555.65		
13290-48-7				
13290-51-2	317.15			
13290-74-9	315.65	522.15		
13290-96-5	392.65			
132906-07-1	323.15			
132906-52-6	432.15			
13291-18-4	376.15			
13291-19-5		402.65		
13291-96-8	518.65			
132915-49-2	479.65			
132915-81-2	368.15			
13292-22-3	455.65			
13292-46-1	457.65			
13292-96-1				
13293-59-9	387.15		0.00013469736	
132932-63-9	495.15			
13294-23-0				
13294-71-8	158.5	368.15		0.00010227273
13296-23-6		319.65		
13296-27-0		359.15		
13296-57-6		419.15		
13296-76-9	344.15			
13296-94-1	377.65			
13297-07-9				
13297-17-1	426.65			
13297-18-2	408.65			
132973-43-4	608.15			
13298-50-5	355.15			
13299-97-3	403.15			
133-06-2	451.15		0.00017275287	
133-07-3	450.15			
133-08-4	511.15	510.65	0.00022192919	
133-10-8	540.65			
133-11-9	426.15			
133-13-1	475.15	481.15	0.00018747012	
133-14-2	379.15		0.00030159524	
133-21-1	370.65			
133-26-6	358.15			
133-32-4	397.65			
133-37-9	479.15		8.3849162e-05	
133-38-0	427.15			
133-47-1	447.65			
133-49-3	513.15			
133-53-9	368.65			
133-55-1	381.15			
133-59-5	283.35			0.00014245685
133-63-1	378.65			
133-67-5	543.15			
133-90-4	473.65	585.15		
133-91-5	508.65			
1330-16-1	216.15	429.65		
1330-20-7	444.65	411.65		
1330-43-4	1014.15			
1330-61-6	173.15			
1330-70-7	363.15			
1330-78-5	240.15	693.15		
1330-80-9				
1330-86-5	203.15			
1330-96-7	371.15	720.15		
13300-09-9	462.15			
13300-10-2	363.15			
13301-61-6	418.15			
13302-00-6	345.65			
13302-14-2				
13302-67-5	426.65			
13303-10-1	352.15			
13304-62-6	342.15			
13304-66-0				0.00017059714
133040-01-4	533.65			
133044-38-9	388.65			
13305-29-8				
133052-90-1	553.15			
13306-59-7				
133066-42-9	408.15			
133069-19-9	443.15			
13307-05-6	276.15			0.00020078974
13307-34-1				
13307-61-4				
13307-67-0	392.65			
13308-13-9	396.15			
13308-51-5				
133081-25-1	399.15			
1331-22-2		437.15		
1331-31-3				
1331-39-1		456.65		
1331-47-1	405.65			
1331-81-3	296.85	415.15		
1331-83-5				
13310-75-3		456.65		
13311-57-4	354.65			
13311-72-3	347.15			
13311-79-0	350.9			
13311-84-7	383.65			
13311-88-1	408.65			
13312-84-0	320.15			
13313-19-4	430.15			
13313-45-6	333.15			
13314-51-7		485.45		
13314-52-8	234.15	448.15		0.00014677584
13314-85-7	461.15			
13314-97-1	384.65			
133145-16-1				
13315-23-6	499.65			
13316-70-6	423.15			
13317-71-0	364.65			
13319-71-6	428.65			
1332-07-6	1253.15			
1332-08-7				
1332-29-2				
1332-37-2				
1332-58-7				
1332-65-6				
1332-77-0				
1332-81-6	1203.15			
13321-74-9	365.65			
13321-75-0	337.15			
133218-07-2	299.65			
13322-20-8	369.15			
13322-69-5	566.65			
133220-30-1	334.15			
13323-45-0	402.15			
13323-48-3	487.15			
13323-66-5	440.15			
13323-67-6	472.65			
1332324-23-8	363.2			
13324-11-3	349.25			
13324-66-8	370.9			
13324-79-3	505.15			
13324-82-8	444.65			
13325-10-5		475.15		
133256-59-4				
1332634-91-9	483.15			
13327-27-0	411.15			
13327-32-7	378.15		2.2409824e-05	
13327-36-1	359.15			
13327-56-5				
13329-40-3	359.15			
13329-61-8	300.65			
13329-78-7				0.00018501413
1333-07-9	466.15			
1333-13-7	295.15	508.15		
1333-16-0	421.15			
1333-17-1	310.65	533.15		
1333-28-4				
1333-38-6	291.15	483.15		
1333-41-1				
1333-45-5				
1333-47-7	362.15			
1333-49-9				
1333-52-4	324.15			
1333-53-5	346.9			
1333-74-0	13.95	20.38		
1333-78-4	1683.15			
1333-82-0	470.15		3.7034926e-05	
1333-83-1				
1333-86-4	3823.15	4473.15		
13330-96-6				0.00013277816
13331-27-6	557.15			
13331-52-7	342.65			
13331-93-6	443.65			
13332-34-8	328.65			
13333-81-8	422.65			
13333-91-0	468.15			
133331-77-8	278.11	613.15		0.00032476334
13334-49-1	413.65			
133341-88-5	547.65			
133343-34-7	507.15			
13335-71-2	414.15			
13335-73-4	435.65			
13336-32-8	370.15			
13336-50-0				
13337-64-9	489.65			
13337-65-0	366.65			
13337-72-9	573.15			
13337-76-3	387.15			
13338-63-1	350.15			
13338-66-4	407.15			
13338-82-4				
13339-01-0				
13339-02-1	387.15			
13339-21-4	452.15			
1334-78-7		478.15		
13340-46-0				
133407-82-6	355.15			
133408-50-1	361.15			
1334170-23-8	483.15			
1334179-86-0	433.15			
133427-00-6	336.15			
13343-62-9	456.65			
13343-63-0	534.15			
13343-67-4	483.65			
13343-76-5				
13343-95-8	347.65			
13343-98-1		418.15		
13344-00-8				0.00017295092
13344-50-8				
133447-37-7				
13345-09-0	502.15			
13345-21-6	499.65			
13345-26-1	499.65			
13345-61-4	385.15			
13345-64-7	400.65			
1334500-61-6	440.15			
1334513-10-8	354.15			
13347-41-6	311.4			
13347-42-7		456.15		
13348-41-9				
133481-09-1	377.15			
13349-82-1				
13349-91-2	474.65			
1335-30-4				
1335-32-6	348.15			
1335-40-6	322.15			
1335-46-2				
1335-47-3		562.15		
1335-86-0		378.15		
1335-87-1	410.15	639.15		
1335-88-2	388.15	608.9		
1335-94-0				
13351-10-5	459.15			
13351-61-6	307.65			
13351-73-0	337.65	543.65		
13351-86-5	330.65			
1335101-84-2				
13352-70-0	417.15			
13352-76-6	291.45	515.45		0.000178315
13353-06-5		429.65		
13353-68-9	355.65			
13354-17-1	432.15			
13354-35-3	458.15			
13355-96-9	382.65			
13356-08-6	411.65		0.002506381	
13358-11-7				
13358-73-1		515.65		
13358-76-4				
1336-17-0	405.15			
1336-21-6				
1336-36-3	630.65			
13360-45-7	369.15		0.00017472619	
13360-52-6	500.15			
13360-57-1				
13360-61-7	270.35	541.35		0.00027081993
13360-63-9	195.15	380.65		0.00013678021
13360-65-1		453.65		
13360-78-6				
13360-80-0	312.65			
13360-94-6				0.00025050916
133605-27-3	338.15			
133609-29-7	522.15			
133609-87-7	408.65			
13361-29-0	348.15			
13361-30-3		478.65		0.00012570694
13361-31-4		496.2		0.00014210505
13361-32-5				
13361-40-5	310.15			
13361-53-0				0.00017470576
13361-63-2	197.47	349.23		0.00013465416
13361-64-3	422.65	370.15	0.00013996259	
13361-67-6	376.15	376.15		
13362-33-9	430.15			
13362-77-1	417.65			
13362-78-2	422.65			
13362-80-6	327.65			
133627-18-6	431.15			
133627-24-4	517.15			
133627-25-5	517.15			
133627-45-9	334.15			
133627-46-0	463.15			
133627-47-1	401.15			
13363-59-2	525.15			
13364-16-4		376.65		0.00013546185
13364-32-4		406.15		
133645-49-5	323.15			
13365-26-9	341.15			
133661-38-8	403.15			
133665-85-7	355.15			
133676-10-5	417.15			
133676-11-6	380.15			
13368-42-8		433.15		
13368-45-1		419.65		
13368-65-5		438.15		
13368-67-7				
13369-03-4				
13369-74-9		461.65		0.00014247306
13369-83-0	545.15			
1337-81-1				
1337-89-9	353.15			
13370-79-1	472.15			
13370-80-4	486.65			
13371-17-0	494.15			
13371-35-2	493.15			
13371-73-8	338.65			
13372-18-4	334.65			
13372-76-4	346.15			
13372-77-5				
13372-80-0	349.15			
13372-81-1	409.15			
13372-82-2	345.15			
13373-29-0	384.15			
13373-32-5	453.15			
13373-38-1	464.65			
13373-97-2	304.15			
13374-31-7	449.65			
13375-29-6				
1337882-12-8	348.15			
13379-35-6	440.15			
13379-67-4	337.65			
13379-87-8	399.15			
13379-99-2	326.15			
1338-02-9		451.15		
1338-23-4		292.15		
1338-39-2				
1338-41-6	330.15			
1338-43-8				
13380-80-8				
13380-89-7	393.65			
13380-90-0	317.25			
13380-94-4				
13382-27-9	420.65			
13382-43-9	375.15			
13382-47-3	317.15			
13383-63-6	494.15			
133833-95-1	480.65			
133838-65-0	399.65			
133841-05-1	364.65			
133841-14-2	426.15			
133844-85-6	328.15			
13385-66-5	484.15			
133851-78-2				
133860-42-1	347.65			
133860-75-0	359.65			
133860-76-1	419.65			
13388-76-6	432.65			
133882-75-4	414.15			
13389-42-9	185.45	398.15		0.0001514305
133891-61-9	326.65			
133891-75-5	462.65			
133891-87-9	387.15			
133891-88-0	360.15			
133902-67-7	458.15			
13391-15-6				
13391-28-1	305.65	539.15		
13391-31-6				
13391-36-1				
13391-39-4				
13391-40-7				
13391-47-4	341.65			
13392-26-2	513.15			
13392-69-3				
13393-61-8	325.9			
13393-93-6	306.65			
13394-86-0				
13395-02-3	592.15			
13395-16-9	554.15			
13395-19-2	410.15			
13395-36-3				
13395-71-6	431.15			
13395-73-8				
13395-76-1		351.15		
13396-94-6				
13397-24-5	373.15		6.7900765e-05	
13397-26-7	935.15		1.8200139e-05	
13398-94-2				
13398-95-3	455.15			
133997-44-1	457.65			
134-03-2	493.15	508.15		
134-09-8		451.15		
134-11-2	293.85			
134-19-0	404.65			
134-20-3	297.65	529.15	0.00012941781	
134-25-8				
134-29-2	502.15			
134-31-6	450.65			
134-32-7	322.35	573.85	0.0001285368	
134-36-1	397.15			
134-37-2	456.15			
134-38-3	313.15		0.00018121331	
134-49-6				
134-52-1	418.15			
134-53-2	416.65			
134-55-4	369.15	471.15		
134-58-7	573.15			
134-62-3	228.15			0.00019203815
134-63-4	452.15			
134-65-6	383.15			
134-71-4	407.15			
134-72-5	518.15			
134-80-5	441.15			
134-81-6	367.95	620.15	0.00019393911	
134-84-9	332.65		0.0001818721	
134-85-0	351.15	605.15		
134-90-7	423.65			
134-91-8	351.9			
134-92-9	448.15			
134-96-3	386.15			
134-98-5	408.65			
13401-40-6	450.65			
13401-56-4	308.15			
13401-64-4	498.15			
13401-85-9				
13402-02-3	297.15			0.000343637
13402-08-9	373.65			
13402-51-2	309.65			
13402-55-6	540.15			
13402-96-5	389.65			
134029-62-2	431.15			
13403-01-5	350.15			
13403-24-2	453.15			
134030-22-1	374.65			
13404-22-3	441.15			
13404-88-1	475.15			
1340481-82-4	422.15			
13405-60-2	487.15			
13406-89-8				
13406-99-0				
13407-16-4	352.65			
13407-95-9	431.65			
134074-43-4	527.15			
13408-56-5	532.65			
13408-73-6	563.65			
134099-21-1				
1341-49-7	398.75	513.15		
1341-81-7	316.65			
13410-01-0				
13410-15-6	345.65			
13411-16-0	443.65			
13411-42-2				
134111-33-4	486.15			
13414-54-5				
13414-55-6	339.15			
13414-95-4	309.4			
13415-59-3	412.15			
13415-82-2				
13415-83-3	431.15			
13415-86-6				
134161-75-4	423.15			
134161-76-5	437.65			
13417-01-1	391.15			
13417-08-8				
13417-43-1		383.15		
13417-49-7		322.35		
13418-49-0	470.65			
13419-46-0	428.65			
13419-69-7	304.15		0.00012053498	
13419-91-5	341.4			
13420-58-1	466.15			
13421-01-7	439.65			
13421-13-1	435.15			
13421-98-2	401.15			
13422-90-7	358.9			
134221-53-7	400.15			
13423-15-9		359.65		
13423-47-7	435.65			
13423-48-8	443.15			
13423-60-4	320.15	542.15		
13423-61-5				
13423-73-9	414.15			
134237-50-6	453.15			
13424-46-9				
13424-80-1	323.15			
13425-39-3	424.65			
13425-53-1	478.15			
13425-93-9	497.65			
13425-98-4	388.65			
13426-94-3	450.65			
134275-16-4	348.65			
13428-25-6	489.15			
13429-10-2	442.65			
13429-24-8		329.15		
13429-83-9	472.65			
1343-93-7				
1343-98-2				
134308-13-7	415.15			
13431-34-0	356.9			
13431-35-1	334.4			
13431-36-2	355.65			
13431-39-5	415.65			
