CAS	Tt	Tm	Tb	Tc	Pt	Pc	Vc	Hfs	Hfl	Hfg	S0s	S0l	S0g	Hsub	Hfus	Hvap	AntoineTmin	AntoineTmax	AntoineA	AntoineB	AntoineC
542289	262.82	262.8	492.2						-436777.88	-377750.24		219				59000					
542449								-1262469.9													
542461								-484000		-408000				75700							
542529			480.78551													62900					
542541		228.23962	428																		
542552		177.9	371	551.4		3880000	0.00035473572									33600	240.5	371.3	21.896801	3487.097	-35.295
542563			340.2009						-186000	-151000						35000					
542585			418.10293													41500					
542596			461.2													63900					
542698		169.65	403													40000					
542767		221.665	448.7																		
542858																39909.124	283	323	20.638876	3296.3762	-50.463
542881			377.31438																		
542905		187.65	419.19939																		
542916			329																		
542927	176.6	183.68499	314							137901.69		182.7	274.47			29025.561	271.3	314	17.623365	1224.5746	-113.863
