CAS	HANSEN_DELTA_D	HANSEN_DELTA_P	HANSEN_DELTA_H
364-74-9	19400.0	7200.0	3700.0
367-11-3	18000.0	9000.0	1000.0
374-77-6	12400.0	0.0	0.0
375-03-1	13000.0	4200.0	1000.0
377-36-6	13700.0	0.0	0.0
381-61-3	14200.0	5800.0	1000.0
392-56-3	16000.0	0.0	0.0
393-79-3	19900.0	7200.0	4200.0
400-70-4	19900.0	7600.0	3700.0
402-31-3	17000.0	6800.0	0.0
406-58-6	16400.0	0.0	0.0
420-04-2	15500.0	27600.0	16800.0
420-12-2	19300.0	9000.0	6500.0
420-46-2	14600.0	10000.0	0.0
422-56-0	14900.0	3500.0	1000.0
430-49-9	14100.0	15400.0	5700.0
430-99-9	16000.0	8700.0	13000.0
431-03-8	15700.0	5100.0	6800.0
433-28-3	13900.0	4300.0	7600.0
446-35-5	19400.0	11000.0	3700.0
453-20-3	18900.0	9400.0	16300.0
458-35-5	19000.0	7000.0	16300.0
459-60-9	18700.0	7300.0	6700.0
460-19-5	15100.0	11800.0	0.0
460-35-5	14600.0	7300.0	1000.0
460-73-1	15400.0	3000.0	0.0
462-06-6	18100.0	6100.0	2000.0
462-95-3	15090.0	2530.0	7860.0
463-49-0	15300.0	3000.0	6800.0
463-51-4	15400.0	7300.0	5800.0
463-56-9	16800.0	8900.0	10900.0
463-58-1	17400.0	3700.0	0.0
464-49-3	17800.0	10300.0	5200.0
470-82-6	16700.0	4600.0	3400.0
471-84-1	16900.0	1500.0	3100.0
488-23-3	18800.0	500.0	500.0
488-81-3	18000.0	12000.0	36000.0
493-01-6	17600.0	0.0	0.0
493-02-7	18000.0	0.0	0.0
494-90-6	17200.0	4600.0	5600.0
497-03-0	16200.0	12900.0	6800.0
497-23-4	19000.0	19800.0	9600.0
497-26-7	17300.0	4800.0	5800.0
501-65-5	18000.0	2000.0	3200.0
502-42-1	17200.0	10600.0	4800.0
502-44-3	18000.0	15000.0	7400.0
502-49-8	17000.0	9600.0	4500.0
502-56-7	16000.0	7700.0	4400.0
503-17-3	15100.0	3400.0	7600.0
503-30-0	16700.0	10000.0	5400.0
503-64-0	16800.0	5200.0	12400.0
503-74-2	16400.0	4100.0	10700.0
504-24-5	20400.0	16100.000000000002	12900.0
504-29-0	20400.0	8100.0	12200.0
504-61-0	16000.0	6000.0	15500.0
504-63-2	16800.0	13500.0	23200.0
505-84-0	15550.0	4270.0	4930.0
506-68-3	18300.0	15200.0	0.0
506-77-4	15600.0	14500.0	0.0
506-96-7	16700.0	10600.0	5200.0
507-09-5	17000.0	6700.0	8900.0
507-20-0	15600.0	7600.0	2000.0
507-55-1	13100.0	2900.0	1000.0
508-32-7	16900.0	0.0	0.0
509-14-8	15500.0	8500.0	7000.0
512-56-1	15700.0	10500.0	10200.0
513-35-9	14700.0	2000.0	2900.0
513-37-1	16100.000000000002	7100.0	4200.0
513-88-2	17100.0	7600.0	5400.0
517-25-9	15500.0	10300.0	7300.0
527-53-7	18600.0	500.0	500.0
528-29-0	20600.0	11600.0	3900.0
532-27-4	20000.0	9600.0	5700.0
534-15-6	15100.0	4900.0	4900.0
534-22-5	17300.0	2800.0	7400.0
536-74-3	18800.0	2800.0	4000.0
537-33-7	19200.0	7300.0	16100.000000000002
539-30-0	18400.0	3800.0	3800.0
540-49-8	17000.0	4900.0	3000.0
540-54-5	16000.0	7800.0	2000.0
540-63-6	17900.0	7200.0	8700.0
540-67-0	14000.0	4700.0	6000.0
540-84-1	14100.0	0.0	0.0
540-88-5	15000.0	3700.0	6000.0
541-02-6	12900.0	1300.0	1000.0
541-35-5	16900.0	13700.0	12300.0
541-41-3	16400.0	11000.0	8000.0
541-73-1	19200.0	5100.0	2700.0
542-18-7	17300.0	5500.0	2000.0
542-55-2	15500.0	6500.0	6700.0
542-58-5	16700.0	9600.0	8800.0
542-76-7	17300.0	15900.0	6100.0
542-85-8	17200.0	14700.0	9000.0
542-88-1	17200.0	8200.0	7600.0
542-90-5	15400.0	13400.0	5400.0
542-92-7	17000.0	1900.0	2000.0
543-49-7	15700.0	5400.0	11700.0
543-59-9	16000.0	6900.0	1900.0
544-10-5	16100.000000000002	6200.0	1700.0
544-76-3	16300.0	0.0	0.0
545-06-2	16400.0	7400.0	6100.0
554-00-7	20900.0	6200.0	10000.0
554-12-1	15500.0	6500.0	7700.0
556-52-5	18200.0	9000.0	17900.0
556-56-9	18300.0	6400.0	3300.0
556-61-6	17300.0	16200.0	10100.0
556-64-9	17300.0	15000.0	6000.0
556-67-2	12800.0	1300.0	1000.0
557-31-3	15000.0	4800.0	5100.0
557-40-4	15300.0	4400.0	5300.0
557-91-5	18500.0	8400.0	8800.0
557-93-7	16100.000000000002	6000.0	4900.0
557-98-2	15500.0	6700.0	2200.0
557-99-3	14700.0	14000.0	5700.0
558-30-5	16100.000000000002	4800.0	5800.0
563-45-1	14000.0	1400.0	3800.0
563-46-2	14500.0	1800.0	1300.0
563-47-3	16200.0	5600.0	2000.0
563-58-6	16900.0	6700.0	2900.0
576-26-1	19100.0	4900.0	12900.0
577-71-9	19500.0	12800.0	14300.0
578-57-4	19800.0	8400.0	6700.0
582-83-2	19600.0	7100.0	3500.0
583-53-9	20700.0	6500.0	5300.0
583-59-5	17100.0	6500.0	12500.0
583-60-8	17600.0	7800.0	4700.0
583-78-8	20000.0	6300.0	12100.0
586-11-8	19500.0	12900.0	14400.0
586-75-4	20200.0	6500.0	5500.0
586-78-7	20900.0	9900.0	5900.0
586-96-9	20000.0	12700.0	4000.0
588-96-5	19500.0	7700.0	5300.0
589-82-2	15900.0	5400.0	11700.0
589-91-3	17200.0	6300.0	12500.0
590-01-2	15700.0	5500.0	5900.0
590-13-6	16300.0	6400.0	5000.0
590-18-1	14700.0	1300.0	4100.0
590-19-2	15000.0	1700.0	6200.0
590-21-6	15300.0	6900.0	2200.0
590-67-0	17100.0	4000.0	12000.0
590-86-3	14700.0	9500.0	5000.0
591-23-1	17200.0	6400.0	12500.0
591-24-2	17700.0	7700.0	4700.0
591-50-4	19900.0	5600.0	6100.0
591-60-6	16600.0	5800.0	7300.0
591-78-6	15300.0	6100.0	4100.0
591-80-0	16700.0	4700.0	11300.0
591-87-7	15700.0	4500.0	8000.0
591-97-9	16200.0	7700.0	2000.0
592-41-6	14700.0	1100.0	3000.0
592-51-8	16300.0	11200.0	5000.0
592-76-7	15000.0	1100.0	2600.0
592-84-7	15700.0	6500.0	9200.0
593-45-3	16400.0	0.0	0.0
593-53-3	13400.0	10600.0	9500.0
593-60-2	15900.0	6300.0	5400.0
593-61-3	15700.0	9900.0	5600.0
593-63-5	16200.0	2100.0	2500.0
593-66-8	18000.0	5500.0	7300.0
593-67-9	15700.0	7200.0	11800.0
593-92-0	16200.0	4800.0	7000.0
594-44-5	17700.0	14900.0	6800.0
594-72-9	16800.0	12100.0	4300.0
598-16-3	18300.0	9400.0	8000.0
598-19-6	17100.0	9900.0	16200.0
598-25-4	15100.0	2500.0	4500.0
598-26-5	15200.0	7400.0	4800.0
598-58-3	15800.0	14000.0	4800.0
598-75-4	15600.0	5200.0	13400.0
598-79-8	19100.0	9400.0	12400.0
598-92-5	16800.0	13500.0	4700.0
600-25-9	16800.0	13000.0	4500.0
609-40-5	19700.0	16200.0	8200.0
611-06-3	20400.0	8700.0	4200.0
611-13-2	17400.0	6900.0	9700.0
611-15-4	18600.0	1000.0	3800.0
614-72-2	19200.0	8100.0	4400.0
615-65-6	19700.0	7400.0	8900.0
615-74-7	19000.0	7700.0	13100.0
616-02-4	19200.0	17000.0	11200.0
616-23-9	17500.0	9200.0	14600.0
616-38-6	15500.0	8600.0	9700.0
616-45-5	18200.0	12000.0	9000.0
616-47-7	19700.0	15600.0	11200.0
617-84-5	16400.0	11400.0	9200.0
617-90-3	18400.0	15000.0	8200.0
618-42-8	18500.0	10000.0	6500.0
620-20-2	19900.0	9300.0	2600.0
622-08-2	17800.0	5900.0	12200.0
622-24-2	19300.0	6300.0	2200.0
622-61-7	19300.0	6300.0	4400.0
623-00-7	20400.0	9300.0	5800.0
623-03-0	19500.0	8000.0	4100.0
623-12-1	19600.0	7800.0	6700.0
624-48-6	16300.0	8300.0	9800.0
624-54-4	15800.0	5200.0	5700.0
624-64-6	14600.0	0.0	2900.0
624-65-7	16700.0	7400.0	2300.0
624-67-9	16200.0	11900.0	8700.0
624-79-3	15600.0	15200.0	5800.0
624-83-9	15600.0	11500.0	2500.0
624-85-1	15700.0	8600.0	6500.0
624-89-5	16200.0	5900.0	5300.0
624-92-0	17600.0	7800.0	6500.0
625-33-2	16200.0	12100.0	4500.0
625-84-3	18300.0	7600.0	6800.0
627-09-8	16300.0	5200.0	8300.0
627-13-4	15800.0	11300.0	4100.0
627-22-5	15600.0	8500.0	2000.0
627-26-9	16400.0	18800.0	5500.0
627-30-5	17500.0	5700.0	14700.0
627-40-7	15000.0	4300.0	5900.0
627-45-2	16200.0	10000.0	14000.0
627-50-9	16400.0	5800.0	6300.0
627-51-0	16500.0	4600.0	5600.0
627-52-1	18100.0	13500.0	0.0
627-93-0	16300.0	6800.0	8500.0
628-34-2	16300.0	7900.0	4600.0
628-63-7	15800.0	3300.0	6100.0
628-76-2	18000.0	7800.0	1500.0
628-81-9	14500.0	3900.0	4700.0
628-96-6	16200.0	18000.0	6000.0
629-11-8	15700.0	8400.0	17800.0
629-14-1	15400.0	5400.0	5200.0
629-59-4	16200.0	0.0	0.0
630-20-6	18000.0	4400.0	4200.0
631-57-2	15900.0	18900.0	8000.0
632-22-4	16700.0	8200.0	11000.0
638-37-9	16800.0	9800.0	10500.0
646-06-0	18100.0	6600.0	9300.0
652-29-9	19300.0	8100.0	5400.0
674-82-8	16200.0	14500.0	7800.0
676-99-3	14000.0	14000.0	8400.0
678-26-2	11300.0	0.0	0.0
680-31-9	18500.0	11600.0	8700.0
683-51-2	17100.0	12900.0	8100.0
685-63-2	13800.0	0.0	0.0
685-91-6	16400.0	11300.0	7500.0
687-47-8	16700.0	6450.0	11600.0
688-74-4	16700.0	1800.0	4600.0
689-97-4	16000.0	1700.0	8000.0
692-45-5	15300.0	6500.0	9700.0
693-07-2	17200.0	5000.0	6100.0
693-65-2	15600.0	3100.0	3000.0
694-80-4	20300.0	7700.0	4600.0
696-59-3	16800.0	7200.0	8200.0
709-63-7	18800.0	6100.0	3500.0
748-30-1	19600.0	3100.0	5100.0
754-05-2	14500.0	1000.0	2500.0
756-79-6	16700.0	13100.0	7500.0
760-21-4	14900.0	1700.0	3500.0
760-79-2	16400.0	10600.0	7400.0
761-65-9	15500.0	8900.0	6200.0
764-41-0	17800.0	7600.0	2000.0
764-42-1	16700.0	13600.0	7800.0
764-47-6	14900.0	3500.0	5200.0
764-99-8	16000.0	7300.0	7900.0
765-34-4	17500.0	13400.0	9800.0
765-43-5	17000.0	11100.0	4600.0
765-87-7	18600.0	10300.0	8000.0
770-35-4	17400.0	5300.0	11500.0
771-69-7	19500.0	7700.0	3500.0
811-97-2	16100.000000000002	4000.0	0.0
814-68-6	16200.0	11600.0	5400.0
814-78-8	15900.0	12100.0	4500.0
818-38-2	16300.0	7000.0	7800.0
818-61-1	16000.0	13200.0	13400.0
818-92-8	14900.0	6400.0	1000.0
821-13-6	16800.0	7700.0	13400.0
822-87-7	18500.0	13000.0	5100.0
827-52-1	18700.0	0.0	1000.0
870-23-5	16400.0	6200.0	7900.0
871-31-8	15900.0	8900.0	12900.0
872-05-9	15600.0	1000.0	2200.0
872-36-6	17300.0	18100.0	9600.0
872-50-4	18000.0	12300.0	7200.0
872-93-5	19000.0	17400.0	5300.0
873-76-7	19600.0	7500.0	13000.0
874-42-0	19700.0	8800.0	5400.0
874-90-8	19400.0	16700.0	5400.0
920-66-1	17200.0	4500.0	14700.0
922-64-5	15000.0	6300.0	8000.0
926-57-8	16900.0	7800.0	2700.0
926-65-8	14700.0	3500.0	5200.0
926-66-9	14800.0	3500.0	5100.0
927-80-0	15400.0	7900.0	5900.0
929-37-3	16300.0	7500.0	13800.0
930-22-3	16600.0	7700.0	7400.0
931-17-9	17400.0	9800.0	18300.0
931-40-8	17900.0	25500.0	17400.0
932-17-2	17800.0	13100.0	8300.0
992-94-9	15500.0	3300.0	0.0
1003-09-4	20100.0	5200.0	4600.0
1003-10-7	19000.0	6900.0	6200.0
1070-70-8	16800.0	9100.0	4200.0
1070-71-9	15500.0	17000.0	6300.0
1071-98-3	15200.0	16200.0	8000.0
1073-67-2	18700.0	4300.0	3900.0
1118-84-9	15900.0	6900.0	8600.0
1119-40-0	16100.000000000002	7700.0	8300.0
1120-06-5	15800.0	3900.0	10000.0
1120-21-4	16000.0	0.0	0.0
1120-36-1	16100.000000000002	500.0	1900.0
1120-71-4	18400.0	16000.0	9000.0
1135-24-6	19000.0	6600.0	15100.0
1191-95-3	18300.0	11400.0	5200.0
1330-78-5	19000.0	12300.0	4500.0
1445-75-6	16400.0	10000.0	5700.0
1464-53-5	18300.0	14400.0	6200.0
1493-02-3	15000.0	10100.0	8600.0
1502-06-3	16800.0	8000.0	4100.0
1515-76-0	16100.000000000002	4400.0	8300.0
1528-20-7	15300.0	4200.0	4600.0
1559-35-9	16000.0	4100.0	10500.0
1569-01-3	15800.0	7000.0	9200.0
1569-02-4	15700.0	6500.0	10500.0
1585-74-6	16000.0	7800.0	7900.0
1595-04-6	17400.0	100.0	1000.0
1595-05-7	17400.0	100.0	1000.0
1595-11-5	17600.0	100.0	1000.0
1600-44-8	18200.0	11000.0	9100.0
1607-31-4	17100.0	14700.0	9200.0
1613-51-0	18500.0	6300.0	8900.0
1615-70-9	16200.0	11700.0	5200.0
1629-58-9	15800.0	11300.0	4500.0
1634-04-4	14800.0	4300.0	5000.0
1653-19-6	17100.0	2300.0	2800.0
1663-35-0	15900.0	6700.0	6800.0
1676-63-7	18800.0	10300.0	6400.0
1678-93-9	16200.0	0.0	600.0
1696-20-4	18300.0	9800.0	7800.0
1717-00-6	15700.0	4000.0	1000.0
1774-35-2	20300.0	11400.0	3100.0
1794-84-9	17400.0	13500.0	5500.0
1806-54-8	16200.0	5900.0	4200.0
1822-74-8	16400.0	4900.0	6000.0
1822-86-2	16900.0	6400.0	4700.0
1838-59-1	15700.0	5400.0	8800.0
1888-91-1	18900.0	8700.0	4800.0
1897-52-5	18800.0	11200.0	3200.0
1984-65-2	19800.0	8400.0	6500.0
2004-70-8	15000.0	2500.0	4000.0
2039-87-4	18700.0	4700.0	3900.0
2039-88-5	19500.0	5200.0	5300.0
2040-95-1	16400.0	0.0	1000.0
2052-14-4	17900.0	4800.0	11700.0
2100-17-6	15500.0	8100.0	6800.0
2168-93-6	16400.0	10500.0	6100.0
2210-28-8	15500.0	6600.0	7000.0
2211-89-4	17000.0	11500.0	7400.0
2216-51-5	16000.0	4700.0	9000.0
2233-00-3	17700.0	15500.0	3400.0
2268-05-5	19400.0	9100.0	2700.0
2273-93-0	20500.0	11700.0	14200.0
2317-91-1	16000.0	6900.0	4000.0
2396-61-4	16500.0	10600.0	17700.0
2409-55-4	17300.0	3700.0	10500.0
2495-37-6	16800.0	4100.0	4100.0
2517-43-3	15300.0	5400.0	13600.0
2568-90-3	15680.0	4030.0000000000005	4260.0
2591-86-8	18700.0	10600.0	7800.0
2623-23-6	16800.0	4700.0	4900.0
2687-91-4	18000.0	12000.0	7000.0
2781-85-3	17200.0	2400.0	2000.0
2782-91-4	17300.0	6000.0	10500.0
2806-85-1	16000.0	8800.0	7400.0
2807-30-9	16100.000000000002	8700.0	13500.0
2835-21-4	16100.000000000002	13000.0	5400.0
2902-96-7	16100.000000000002	13700.0	15400.0
3018-12-0	17400.0	9400.0	6400.0
3031-73-0	15000.0	15000.0	30000.0
3036-66-6	15500.0	8300.0	5400.0
3085-40-3	16300.0	10500.0	6100.0
3112-85-4	20000.0	16900.0	7800.0
3131-52-0	19500.0	8800.0	17900.0
3209-22-1	19700.0	12600.0	4400.0
3212-60-0	18100.0	7600.0	15600.0
3218-49-3	20500.0	10800.0	4400.0
3320-90-9	16600.0	6400.0	7300.0
3376-35-0	14700.0	4600.0	4600.0
3380-34-5	20000.0	7700.0	10000.0
3404-63-5	15300.0	1600.0	3800.0
3445-11-2	18000.0	9200.0	15700.0
3470-98-2	17500.0	9900.0	5800.0
3574-40-1	17000.0	10700.0	2800.0
3592-44-7	16600.0	6400.0	2000.0
3638-64-0	16300.0	16600.0	5000.0
3658-95-5	15400.0	4900.0	4600.0
3680-02-2	16800.0	19600.0	4800.0
3741-38-6	20000.0	15900.0	5100.0
3773-14-6	21000.0	4500.0	9100.0
3776-30-5	19500.0	14000.0	6300.0
3917-15-5	14900.0	6500.0	5300.0
3937-56-2	15700.0	7000.0	15100.0
3944-36-3	15500.0	6100.0	11000.0
4043-59-8	15400.0	6300.0	6000.0
4253-91-2	17000.0	13000.0	7400.0
4376-20-9	17300.0	6200.0	6800.0
4413-13-2	15300.0	4900.0	4600.0
4431-83-8	15890.0	5510.0	6440.0
4435-53-4	15300.0	4100.0	8100.0
4437-70-1	18000.0	16800.0	3100.0
4437-85-8	17500.0	9800.0	3000.0
4439-24-1	15200.0	4900.0	9600.0
4461-52-3	16000.0	9000.0	18500.0
4672-49-5	16900.0	9300.0	9600.0
4685-14-7	19500.0	8800.0	5900.0
4696-30-4	15100.0	5300.0	5200.0
4789-70-2	16000.0	5000.0	5400.0
4885-02-3	17100.0	12900.0	6500.0
5131-66-8	15300.0	4500.0	9200.0
5162-44-7	16500.0	6000.0	4500.0
5216-25-1	20300.0	5500.0	3500.0
5274-66-8	16000.0	3100.0	8400.0
5291-77-0	18200.0	6100.0	5600.0
5306-85-4	17600.0	7100.0	7500.0
5459-90-5	16700.0	7300.0	8800.0
5500-21-0	18600.0	16200.0	5700.0
5614-37-9	16700.0	4300.0	4300.0
5976-47-6	17100.0	10200.0	16400.0
5989-27-5	17200.0	1800.0	4300.0
6032-29-7	15600.0	6400.0	13300.0
6140-80-3	15000.0	4100.0	7100.0
6222-17-9	15300.0	4500.0	7200.0
6262-51-7	18500.0	10500.0	3700.0
6320-03-2	20200.0	7000.0	10000.0
6443-91-0	15800.0	8100.0	6500.0
6581-66-4	17200.0	6600.0	6000.0
6837-24-7	18200.0	6800.0	6500.0
6863-58-7	15200.0	3500.0	3300.0
6881-94-3	16000.0	7200.0	11300.0
6923-20-2	17000.0	8500.0	2900.0
7085-85-0	15200.0	10300.0	9000.0
7291-09-0	15500.0	2600.0	4000.0
7319-16-6	15000.0	4300.0	5700.0
7393-45-5	17600.0	7200.0	2200.0
7400-08-0	19100.0	6700.0	15900.0
7446-09-5	15800.0	8400.0	10000.0
7491-74-9	17500.0	15600.0	11200.0
7529-22-8	19000.0	16100.000000000002	10200.0
7580-85-0	15300.0	6100.0	10800.0
7651-91-4	16500.0	7500.0	8000.0
7664-38-2	14700.0	18600.0	28400.0
7664-41-7	13700.0	16700.0	18800.0
7697-37-2	13500.0	18000.0	18600.0
7719-09-7	16900.0	6400.0	6100.0
7719-12-2	18400.0	3600.0	0.0
7722-84-1	15500.0	12200.0	42700.0
7726-95-6	18200.0	14900.0	0.0
7732-18-5	15500.0	16000.0	42300.0
7782-50-5	17300.0	10000.0	0.0
7783-06-4	17900.0	6000.0	10200.0
7791-25-5	17600.0	7200.0	0.0
8001-79-4	15900.0	4600.0	12000.0
8006-88-0	15600.0	3000.0	9800.0
8030-30-6	17900.0	700.0	1800.0
9002-81-7	17200.0	9200.0	9800.0
9002-89-5	15000.0	17200.0	17800.0
9003-39-8	18100.0	10000.0	18000.0
10025-78-2	14200.0	3600.0	3800.0
10025-87-3	18100.0	9300.0	0.0
10028-15-6	19800.0	4200.0	0.0
10034-14-7	15300.0	4400.0	4300.0
10143-53-0	15900.0	6000.0	6600.0
10143-60-9	15900.0	2600.0	2500.0
10143-66-5	15600.0	5500.0	5200.0
10294-34-5	16600.0	2500.0	0.0
10458-14-7	17000.0	8100.0	4400.0
13057-17-5	16900.0	8500.0	7000.0
13116-60-4	17900.0	6700.0	3300.0
13169-01-2	15700.0	6300.0	5900.0
13205-44-2	17000.0	10200.0	6900.0
13343-98-1	15500.0	5200.0	4900.0
13465-07-1	17300.0	6300.0	10700.0
14035-94-0	16600.0	8700.0	5000.0
14272-48-1	16200.0	3300.0	8800.0
14273-06-4	15900.0	6400.0	5400.0
14371-10-9	19400.0	12400.0	6200.0
14433-76-2	17260.0	4950.0	6160.0
14861-06-4	15900.0	5000.0	9000.0
15567-96-1	16600.0	9400.0	9600.0
15980-15-1	19000.0	6600.0	7700.0
16529-56-9	16400.0	11300.0	5100.0
18668-68-3	17000.0	6500.0	4700.0
18913-31-0	16200.0	6600.0	16800.0
19221-28-4	17200.0	2500.0	6200.0
19434-65-2	17000.0	13300.0	8200.0
19693-75-5	17800.0	8400.0	7700.0
19780-25-7	16100.000000000002	8000.0	5500.0
20352-67-4	15700.0	4200.0	6100.0
20682-69-3	15400.0	5100.0	4800.0
21400-25-9	17700.0	15700.0	3400.0
22022-33-9	14800.0	5300.0	5000.0
22059-21-8	17000.0	6300.0	13600.0
22174-70-5	15940.0	3300.0	3640.0
23436-19-3	15100.0	4700.0	9800.0
24937-79-9	17000.0	12100.0	10200.0
25038-59-9	18200.0	6400.0	6600.0
25114-81-2	18500.0	10400.0	7600.0
25125-85-3	15200.0	3400.0	5000.0
25134-01-4	17900.0	3100.0	8500.0
25135-51-7	16000.0	6000.0	6600.0
25265-77-4	15100.0	6100.0	9800.0
25322-68-3	17000.0	10000.0	5000.0
25322-69-4	16500.0	9000.0	7000.0
25395-31-7	16400.0	8900.0	14200.0
25667-42-9	19000.0	11000.0	8000.0
25790-55-0	16600.0	8000.0	6700.0
26007-43-2	18000.0	3000.0	2000.0
26100-51-6	18500.0	8000.0	7000.0
26547-47-7	14700.0	4100.0	8200.0
26761-40-0	16600.0	6200.0	2600.0
26952-21-6	14400.0	7300.0	12900.0
27251-75-8	16600.0	6000.0	2500.0
27986-36-3	16700.0	10200.0	8400.0
28553-12-0	16600.0	6600.0	2900.0
29560-84-7	17200.0	10300.0	16500.0
29871-57-6	17400.0	6300.0	6200.0
29911-27-1	15600.0	6100.0	11000.0
29911-28-2	15700.0	6500.0	10000.0
30373-82-1	15300.0	5500.0	10400.0
30842-90-1	19400.0	14800.0	11800.0
31366-25-3	21000.0	8200.0	8400.0
32131-17-2	17400.0	9900.0	14600.0
33703-08-1	16700.0	1800.0	4900.0
34994-48-4	17700.0	11800.0	6400.0
36653-82-4	16400.0	3700.0	8100.0
39332-55-3	15500.0	6500.0	10200.0
40079-14-9	16500.0	8600.0	6700.0
42345-82-4	16900.0	10500.0	6000.0
42542-10-9	18000.0	5100.0	6100.0
42842-08-0	15400.0	3800.0	5400.0
52788-79-1	16000.0	7200.0	7200.0
53175-28-3	17100.0	10600.0	7300.0
53894-23-8	16600.0	5700.0	2200.0
54722-81-5	16800.0	6500.0	5700.0
54839-24-6	15600.0	6300.0	7700.0
55702-46-0	19200.0	5300.0	4100.0
56539-66-3	16000.0	6300.0	12900.0
57018-52-7	15300.0	6100.0	10800.0
63148-65-2	18600.0	4400.0	13000.0
64248-63-1	18800.0	11200.0	3200.0
64742-47-8	15140.0	200.0	200.0
66728-50-5	15300.0	5100.0	8200.0
67762-38-3	14900.0	2700.0	4000.0
67784-80-9	14490.0	2710.0	5160.0
68937-83-7	16400.0	2800.0	4500.0
71888-89-6	16800.0	7200.0	3400.0
73398-61-5	18220.0	5390.0	14740.0
88917-22-0	16300.0	4900.0	8000.0
95481-62-2	16900.0	4300.0	9200.0
103429-90-9	15300.0	3800.0	7700.0
138495-42-8	11600.0	0.0	0.0
163702-07-6	13700.0	2200.0	1000.0
297730-93-9	13300.0	2000.0	1000.0
307949-19-5	16800.0	18500.0	8700.0
