-1	105715-27-3	Po+6	209	[Po+6]	Po/q+6	PSGYJJBCXBOPEL-UHFFFAOYSA-N	Polonium, ion (Po6+)	Polonium, ion (Po6+)	Po6+	Polonium(6+)	Po++++++	Po+6	Po(+6)	Po(6+)	Po(++++++)
-1	119701-01-8	MnO+3	70.937449	[Mn+4].[O-]	Mn.O/q+4;-1	DTGZNTOKZANRNC-UHFFFAOYSA-N	Manganese(3+), hydroxy- (9CI)	Manganese(3+), hydroxy- (9CI)	MnOH+++	MnOH+3	MnOH(+3)	MnOH(3+)	MnOH(+++)
-1	12179-05-4	H2O2Th+2	266.05278	[OH-].[OH-].[Th+4]	2H2O.Th/h2*1H2;/q;;+4/p-2	UIDYAMWPFSLLBH-UHFFFAOYSA-L	Thorium(2+), dihydroxy- (9CI)	Thorium(2+), dihydroxy- (9CI)	Thorium(2+), dihydroxy-, ion (8CI)	Dihydroxythorium(2+)	Thorium hydroxide ion (Th(OH)22+)	12382-99-9	12383-11-8	Th(OH)2++	Th(OH)2+2	Th(OH)2(+2)	Th(OH)2(2+)	Th(OH)2(++)
-1	12312-87-7	C18H42N12Ni2+4	543.99328	[NH-]CC[N-]CC[N-]CC[NH-].[NH-]CC[N-]CC[N-]CC[NH-].[NH-]CC[N-]CC[N-]CC[NH-].[Ni+8].[Ni+8]	3C6H14N4.2Ni/c3*7-1-3-9-5-6-10-4-2-8;;/h3*7-8H,1-6H2;;/q3*-4;2*+8	GNSFZABZGGUQIY-UHFFFAOYSA-N	Nickel(4+), [µ-[N1,N2-bis[2-(amino-κN)ethyl]-1,2-ethanediamine-κN1:κN2]]bis[N1,N2-bis[2-(amino-κN)ethyl]-1,2-ethanediamine-κN1,κN2]di-	Nickel(4+), [µ-[N1,N2-bis[2-(amino-κN)ethyl]-1,2-ethanediamine-κN1:κN2]]bis[N1,N2-bis[2-(amino-κN)ethyl]-1,2-ethanediamine-κN1,κN2]di-	Nickel(4+), [µ-[N,N'-bis(2-aminoethyl)-1,2-ethanediamine-N1,N1':N2,N2']]bis[N,N'-bis(2-aminoethyl)-1,2-ethanediamine-N,N',N'',N''']di-(9CI)	1,2-Ethanediamine, N,N'-bis(2-aminoethyl)-, nickel complex	113685-55-5	[Ni2(trien)3]++++	[Ni2(trien)3]+4	[Ni2(trien)3](+4)	[Ni2(trien)3](4+)	[Ni2(trien)3](++++)	Ni2(trien)3++++	Ni2(trien)3+4	Ni2(trien)3(+4)	Ni2(trien)3(4+)	Ni2(trien)3(++++)
-1	12323-66-9	AmO2+2	275.0588	[Am+2].[O].[O]	Am.2O/q+2;;	OGKPTBFMRRVYKB-UHFFFAOYSA-N	Americyl ion(2+) (8CI,9CI)	Americyl ion(2+) (8CI,9CI)	Americium dioxide ion(2+)	Americium oxide (AmO2), ion(2+)	Dioxoamericium ion(2+)	Dioxoamericium(2+)	73060-58-9	americyl ion (2+)	AmO2++	AmO2+2	AmO2(+2)	AmO2(2+)	AmO2(++)
-1	12528-83-5	FeH2O2+2	89.85968	[Fe+4].[OH-].[OH-]	Fe.2H2O/h;2*1H2/q+4;;/p-2	VQTRCXFFCUAMFQ-UHFFFAOYSA-L	Iron(2+), dihydroxy- (9CI)	Iron(2+), dihydroxy- (9CI)	Iron(4+), tetrahydroxydi-, ion (8CI)	Fe(OH)++	Fe(OH)+2	Fe(OH)(+2)	Fe(OH)(2+)	Fe(OH)(++)
-1	125408-88-0	HO2Sn+	151.70774	[OH-].[O].[Sn+2]	H2O.O.Sn/h1H2;;/q;;+2/p-1	DVWYYWDEWMPIOJ-UHFFFAOYSA-M	Tin(1+), hydroxyoxo- (9CI)	Tin(1+), hydroxyoxo- (9CI)	
-1	12588-30-6	AlO+	42.980938	[Al+].[O]	Al.O/q+1;	AENDPCOLKHDBIA-UHFFFAOYSA-N	Aluminum(1+), oxo-	Aluminum(1+), oxo-	Aluminum monoxide ion(1+)	Aluminum oxide (AlO+)	Aluminum(1+), oxo- (9CI)	Aluminum(1+), oxo-, ion	Aluminum(1+), oxo-, ion (8CI)	12296-82-1	AlO+	AlO+1	AlO(+1)	AlO(1+)	AlO(+)
-1	1313606-05-1	HInO+3	131.82534	[OH-].[In+4]			Indium(3+), hydroxy-	Indium(3+), hydroxy-	InOH+++	InOH+3	InOH(+3)	InOH(3+)	InOH(+++)
-1	1345201-68-4	O2Zn+	97.3788	[O-].[O].[Zn+2]	2O.Zn/q;-1;+2	GJDUKYFPGSROKT-UHFFFAOYSA-N	Zinc(1+), superoxido-	Zinc(1+), superoxido-	
